NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_NACIONALIDADE;TP_ST_CONCLUSAO;ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
130005703005;2013;8;F;1;1;2008;;1;0;1;;;;;;;;;;;;3504503;AVARE;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;D;C;F;4;B;B;C;A;A;A;D;A;A;D;C;C;A;D;D;D;B;B;5;5;0;5;5;5;5;E;A;A;B;A;A;A;B;B;A;17;E;5;0;5;5;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703006;2013;4;F;1;1;2011;;1;0;1;;;;;;;;;;;;3506508;BIRIGUI;35;SP;1;1;1;1;173;169;177;181;516;514.6;478.8;514.2;BEABEBCDDCECECAEBEDBDBDECEDDBACBECEADAEAEBEAC;DAEAECBAAABDAEBDBADACACCBCBEBDBAACDECACEECCDB;BCCDDADCBCEDEEDEAAAEABDDADBAEBADCBCBBEEECDDCE;BEACBAECEBDCBDAECACABCABCDBCECACDDCABCCBBCEDC;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;120;120;120;40;520;E;E;B;4;A;B;B;D;D;D;A;D;D;D;D;C;A;D;D;D;B;C;5;2;2;5;5;5;0;A;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703007;2013;11;F;1;1;2004;;1;0;2;;;;;;;;;;;;3505708;BARUERI;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;B;E;J;7;E;B;B;A;D;C;A;A;A;D;A;C;A;D;A;D;A;A;4;2;3;5;1;5;1;C;A;A;B;A;A;A;A;A;A;14;E;5;5;5;5;3;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703008;2013;12;F;1;1;2004;;1;1;3;;;;;;;;;;;;2600054;ABREU E LIMA;26;PE;1;1;0;0;174;170;175;179;556.7;476.1;;;DBEABCBBDDBABCAEEACDEECDBBAACCBDAECBACDBACBDE;BADEDCCABEEDCBBCBAEBDAABBBEEDDBEBEBCCBBBCCBDA;.............................................;.............................................;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;;;6;0;0;0;0;0;0;E;E;B;2;A;B;A;A;A;A;D;D;A;D;D;A;A;D;D;D;A;A;5;4;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;18;E;1;5;4;4;4;B;A;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703009;2013;1;M;1;3;;;;0;3;;;;;;;;;;;;3549904;SAO JOSE DOS CAMPOS;35;SP;1;1;1;1;174;170;177;181;469;362.5;313;426.2;ACCDCBAECBAACCDDEBDEBBDBEEACBEAABACBEDECDDACA;ABCADEDCCDBDCBBEAABBBCCBACBABACBBBDCBDCACABDD;ACBBACDACEDADABDBDACCACAEBDADCCADDEBDACDABAAA;DBABEDBDCBCACECACDDACDDADDEADBBCADBBEDBCA*BDC;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;80;80;120;120;0;400;D;C;E;4;B;B;B;A;A;A;A;A;A;D;A;A;A;A;D;D;A;C;5;0;0;5;0;5;5;B;A;A;F;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703010;2013;6;M;1;1;2011;;1;0;3;;;;;;;;;;;;3550308;SAO PAULO;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;C;E;C;3;C;B;A;D;A;A;D;A;A;D;A;B;A;A;D;D;A;A;5;5;4;5;4;5;5;B;A;A;B;A;A;A;A;A;A;14;D;5;2;5;5;4;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703011;2013;11;F;1;1;2006;;1;1;3;;;;;;;;;;;;3301702;DUQUE DE CAXIAS;33;RJ;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;D;B;C;3;A;B;A;A;A;A;D;A;A;A;A;B;D;D;D;D;A;B;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;A;A;17;A;5;5;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703012;2013;1;F;1;2;;1;1;0;3;2105302;IMPERATRIZ;21;MA;2;1;1;;;;;2105302;IMPERATRIZ;21;MA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;B;6;A;B;A;D;A;D;D;A;A;A;D;A;A;D;D;D;A;C;5;5;0;5;0;4;4;B;A;A;F;A;A;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703013;2013;9;F;1;1;2009;;1;0;1;;;;;;;;;;;;2611606;RECIFE;26;PE;1;1;1;1;173;169;178;182;549.6;460;589.3;606.7;CEBBAACEDBCBEACAAACCCCCDCBDADACCAADDBEAEBBACC;CDABCAECBBBCAADDCECDBCCBDCBDCCCEECDCECDBCCDBD;ECBCAAEACCCBACEEDDBCCBEEACEBADEACEBEEEEBBECEE;CECCBBDCDCCBCBDDBCCDDBBCECDCDBCCBBEADDBCCDCBC;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;140;120;100;120;600;E;H;Q;3;A;B;C;B;C;C;B;B;B;A;C;C;A;B;A;B;C;B;0;0;0;5;5;0;3;B;A;C;C;A;C;B;B;B;B;21;D;0;0;5;5;0;B;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703014;2013;12;M;1;1;2004;;1;0;1;;;;;;;;;;;;3501608;AMERICANA;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;C;E;F;1;C;B;A;A;A;A;A;A;A;D;A;A;A;A;A;D;A;A;5;5;3;5;5;5;5;C;A;A;B;A;A;A;A;A;A;13;D;0;5;0;5;5;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703015;2013;12;F;1;1;2004;;1;1;3;;;;;;;;;;;;2905701;CAMACARI;29;BA;1;1;1;1;173;169;177;181;438;523.5;491.3;434.1;B*BCCDCBCAECBAEDACCBDBABABDABCCABAEDCBAEEDABB;DCEAEADEADDCBDBBCDEBBADCBDBDDBCBACBACAACAADCE;ABCEDABDECCCEEDEEACBBACDAAEBCBDEBBEEABEAABBCE;BDADEBACCADA*ACBDEDADADDBADDCDABDBCAACDCBBDCB;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;80;60;60;60;100;360;B;B;C;4;B;B;B;D;A;A;D;A;A;D;D;C;A;A;D;D;A;A;1;4;5;1;2;5;5;A;A;A;B;A;A;A;B;B;B;19;D;2;5;5;5;5;B;A;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703016;2013;1;F;1;3;;;;0;1;;;;;;;;;;;;2211001;TERESINA;22;PI;1;1;1;1;171;167;175;179;661.7;638.4;628.1;717.9;ECDBABEBDAAABABDBCCACCCECDADCDBBBABAABBABCDBA;EABDDCDBCCBDEABADCBCBDAEADBADECCBCBDCCDACACCA;ECABCACAAEDCDECCEACBCCAEBEDDCBCDEEACCDABCEDBE;EDBCACCEAABBBACBCDDC.BBAEBEBDDBCEDCCBCDEEECDE;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;140;120;140;160;60;620;H;H;M;3;B;B;A;A;D;B;A;A;A;A;A;C;A;A;A;D;B;C;5;0;0;5;0;0;0;B;A;C;F;A;C;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703017;2013;4;F;1;1;2012;;1;0;1;;;;;;;;;;;;3205200;VILA VELHA;32;ES;1;1;1;1;172;168;177;181;552.1;592.6;565.2;597.1;AACABEABBEBBDEDEADEDDBCCCBCCBDDAECDABEBCACBED;BECCABBEBDBCBDDEADBBCBAEDBBBDBACEABACDBACEBCC;ABCCCAABBDCCEDBEAACCBAADBEEBCBCEBAAECDEEACBBE;EBBBACDECACEAEBDBBBBADDDDDDECBBECDAADCBBDCBEC;0;ABAABCBCBEBDBBEDAABCEAEACBECDDBAABCECDDBBDBAA;BEDBCCBEAACCACDEABBBCBCDDBDABCAEECCACEBABCBAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;120;120;120;40;520;H;G;Q;5;A;B;C;B;A;C;C;A;A;A;A;C;A;C;D;A;C;C;3;5;5;5;5;5;4;B;A;C;B;A;C;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703018;2013;15;F;1;2;;1;2;1;3;3124104;ESMERALDAS;31;MG;3;2;1;0;;;;3118601;CONTAGEM;31;MG;1;1;1;1;173;169;177;181;421.4;513.5;408.2;363.2;EEDDDBBBECCCCCEAEDADEEBAEBCDABCACABBBCAEBEAAC;CBECDEAEDCDCCECDECBECABAEDEDBAABCCBAAACCCACAC;ECDABCCAEECCDBDCCEEAEECEACCDDBDEECAAADBCECBBC;BDCDDECEEEBABECBEBDDBBCCBBECDBACBBBCBDDDBEDCE;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;20;80;80;40;40;260;A;A;C;3;A;B;A;A;D;D;B;D;A;D;A;C;D;A;D;D;A;A;5;0;0;2;2;5;5;C;A;A;A;A;A;A;B;B;B;13;D;5;5;5;0;0;B;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703019;2013;9;F;1;1;2007;;1;0;3;;;;;;;;;;;;3523107;ITAQUAQUECETUBA;35;SP;1;1;1;1;174;170;177;181;417.8;363.2;381.3;369.6;BBCDBAEACCDEECBDEDCACBBCACDCABBDABCAADDCABEBC;DBCCAEBDABCDCCADDACCBBAAEEECBABABACCBCAEAABCD;DABCAEEBDACCBACEACDABEDEDBCDEBBEBABACEDDBBABE;CDAEBDAEDBACCEBADBCDAABCBEADDBEDBDBCBECDADCBC;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;80;60;60;100;420;A;B;C;5;A;B;C;A;A;A;D;A;A;D;A;B;A;D;A;D;B;A;5;5;5;4;4;5;5;A;A;A;B;A;A;B;B;B;A;18;E;5;4;5;5;5;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703020;2013;10;F;1;2;;1;2;0;1;3506359;BERTIOGA;35;SP;2;1;1;0;;;;3506359;BERTIOGA;35;SP;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;I;C;B;4;A;B;A;A;A;D;D;D;A;D;A;B;D;D;D;D;A;A;5;5;5;5;5;5;5;B;A;A;F;E;A;A;A;A;A;14;E;5;0;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703021;2013;4;F;1;1;2011;;1;0;1;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;171;167;177;181;571.4;659.4;591.2;586;ABDCECEBBDAACDBCECABCCCEDBCEDEBEBCBABABBDEDDB;EADBACCBCCCAEECEDBBCADCDCCBACECBBCDACACAEEACA;CCADCABDCDCAEDEEEACEBBCCABC.CBBCBCCECDBEACBBA;CDBCBBBCDCECCDBACBEDBEBCBDCECBBBABCDBBAEDCCBB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;140;140;120;100;620;B;G;G;3;A;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;2;2;2;2;2;3;3;E;B;F;G;D;B;A;A;A;A;16;D;1;1;1;1;1;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703022;2013;8;F;1;1;2006;;1;0;3;;;;;;;;;;;;5107602;RONDONOPOLIS;51;MT;1;1;1;1;173;169;177;181;522.2;550.3;522.2;563.2;AEBAAADCDBCADAAAADCBDCDDCBAAABECCACDDEBEEDABC;DCADDCEDACBCCBDDBAEDCEDCDBBEBDBDAEBCCDCCEABAC;CDACAECDEECCEADEBACECADCEAEDBBAEBCBEEECAABCBE;CBAEEDACCADAEDABAEDBCDBDCDADEAABDCEAEDBEDCBBD;1;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;120;160;120;80;600;I;C;C;1;C;B;A;A;D;A;D;D;A;D;D;A;A;A;D;D;A;A;5;4;5;5;5;5;5;B;A;A;B;A;A;A;A;B;A;17;D;3;3;5;5;5;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703023;2013;11;F;1;4;;;;2;3;;;;;;;;1;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS NATAL CENTRAL;24;RN;2402600;CEARA-MIRIM;24;RN;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;B;2;B;B;A;D;A;D;D;D;A;D;D;A;D;D;D;D;A;B;5;5;0;5;5;5;5;D;A;A;F;D;A;A;A;B;A;16;A;5;5;5;5;4;B;B;B;B;A;B;B;B;;;;;;;;;;A;B;B;B;B;B;A;A;B;B;B;B;D
130005703024;2013;12;M;1;1;2004;;1;1;1;;;;;;;;;;;;3170107;UBERABA;31;MG;1;1;1;1;171;167;175;179;405.3;467.7;472.4;469.6;CEDCACAACCADCEDCBEACBAAEEDBCEAEDBEBEDBEBADABD;EDDEACBCACDDABDCEAEEEEECDBEABAEABDBACABDAABCB;DDCCCCEEAEBCBADDABEBABEEBEDDABCBEA*CCAECEEEDE;CACCDACCCDBCBBBDDCDAECCDDBCAADACCAEEDDBDEDDEE;0;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCABCEABCCACAAEACDDBDEBCBCCEECEDDABEDEEACCDABBEDBE;EDBCAAECAABBBDCECDDAEBACEBECBDADEDCDCBCBADCDE;7;80;80;80;80;40;360;I;C;C;3;C;B;B;A;A;A;A;A;A;D;A;B;A;A;D;D;B;A;3;1;2;4;3;5;5;B;C;A;C;A;A;A;B;B;B;14;E;0;5;5;5;5;B;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703025;2013;17;F;1;1;2004;;2;1;3;;;;;;;;;;;;4106902;CURITIBA;41;PR;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;A;E;5;C;B;A;A;A;A;D;A;A;A;A;A;A;D;A;D;A;A;5;5;5;5;5;5;5;B;E;A;B;A;A;A;A;B;A;14;E;5;5;5;5;5;A;B;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
130005703026;2013;3;F;1;2;;1;1;0;3;2109106;PRESIDENTE DUTRA;21;MA;2;1;1;0;;;;2109106;PRESIDENTE DUTRA;21;MA;1;1;1;1;174;170;177;181;485.3;406.7;414.8;383.4;DCBEDAAABCEBCDABBEACDCEBADCAABBCCDCABEDBBCDAB;DBCEBDADAEBEDBCDCAABBCDABABEADACBBEECABDCCDBB;EBBCAABCDDECBBCECACEEDCABBCDDEBCAADECBBCDBAAC;DCCBAEACDEBBDAEDCEDDABAACDEECBABBCBDDAABCEDBE;0;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;100;80;100;100;80;460;B;C;B;3;A;B;A;A;D;D;D;D;A;D;A;A;D;D;D;D;A;C;3;0;5;5;4;5;4;C;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703027;2013;11;M;1;1;2004;;1;0;3;;;;;;;;;;;;2918001;JEQUIE;29;BA;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;E;E;H;3;A;B;B;A;A;A;A;D;A;D;A;A;D;D;D;D;B;A;4;4;3;4;4;5;5;B;A;C;B;A;D;A;A;B;A;20;A;3;3;3;4;4;B;A;A;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
130005703028;2013;12;F;1;1;2010;;2;1;1;;;;;;;;;;;;4308508;FREDERICO WESTPHALEN;43;RS;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;A;B;2;B;A;A;D;A;D;D;A;A;D;D;A;D;D;D;D;A;A;3;5;0;5;5;5;3;D;A;A;A;B;A;A;A;B;A;15;E;5;5;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703029;2013;15;F;1;1;2004;;1;2;1;;;;;;;;;;;;1504208;MARABA;15;PA;1;1;1;1;174;170;177;181;466.2;548.7;463.1;482.4;ABBCDABDBEBBAEBEDCBCDBBCEDBBCCDAACCDADCBDBCBB;BBDEEEBAABBBADDCDCEBCCCCCADEADEEBCAEABECBCCAD;AADCBACAECCEADDEEACABDDDEAEBBBCAAAEBEBAAADBBD;ADBDABBDCAACEDCDBBBBBBBCCCCBBBBBCBBBBEAAAABBB;1;DBABCECDBDBAAAABEBDEABCBBEDAACBABECDBCBCAAEDB;CBACEBABBDABBBBCCDEAEAACCABCDDCCBCAEEBEDBCCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;140;120;120;140;100;620;B;C;G;4;A;B;B;A;D;B;A;A;A;D;D;B;A;A;D;D;B;A;3;3;4;2;2;5;5;B;A;A;B;A;A;A;A;B;A;13;E;0;5;5;5;2;B;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703030;2013;1;F;1;3;;;;0;3;;;;;;;;;;;;2600104;AFOGADOS DA INGAZEIRA;26;PE;1;1;1;1;171;167;178;182;397.6;585.1;517.4;565.8;CEDCEABDACAABCCDCCBBEECDCBDBCEDBCEABBDCDBADDA;EADAABCCBCBDEAEBDBBCEABECDEDDECBBEADCABADDACC;CBACCCAACCCBADECBEBDBACBACEBCACABEEDBADBECEEE;CEBCDCDCBCCAABDDDEBCCDBEEBEBDBDDBACBCABBBCDAB;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;120;100;80;120;20;440;C;E;C;5;A;B;C;A;A;D;A;A;A;D;D;C;D;D;D;D;A;C;3;5;0;5;0;5;5;B;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703031;2013;7;F;1;1;2011;;1;0;3;;;;;;;;;;;;1501709;BRAGANCA;15;PA;1;1;1;1;171;167;176;180;357.8;417.1;386.9;459.1;DBCDAEBBACCDBDEBADAECBEDABCCBADADEA*BEDBACABC;BEDBDAACBADDACBCECDBEEACBCBEEDAEBCABEDDADACCD;EBDACCCDBCBCABAEBCDDDBACEBDEBBBCEDACBEBCADBCA;BDADBCABEEDCDBBECACEACBCEDBCBEBADBDAECCABCEAC;1;BBEDABEBDABAAABCBCBCACBECDEACECDBDBAADBAEBDBA;EAEBABBBBCCDEABEDBBCDDBDABCAEECCBCBACCCACACCA;ABCCCCEACBAEACEBCBDDABDDBDCAAEDECDABBECCEEACDBEECE;CAACDDAEEBACEDBCAABBEBEDCBBDCECBDADCBADCDEEDC;7;120;40;40;120;100;420;I;I;A;3;C;B;B;B;D;A;A;D;A;D;D;C;A;D;D;D;B;C;5;5;0;5;5;5;5;D;A;A;C;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703032;2013;12;F;1;1;2010;;1;1;3;;;;;;;;;;;;2201903;BOM JESUS;22;PI;0;0;0;0;171;167;175;179;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;A;B;5;D;B;A;D;D;A;A;D;A;A;D;A;A;D;D;D;A;B;5;5;0;5;3;3;0;F;E;A;E;D;A;A;B;B;B;25;E;3;4;5;4;0;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
130005703033;2013;1;F;1;3;;;;0;3;;;;;;;;;;;;2910800;FEIRA DE SANTANA;29;BA;1;1;1;1;173;169;178;182;551.9;636.5;600.5;674;BEBCEBDCAACDDDAEACCCBECDADDADAADEBBDDBAEEDCDB;CDEABCDDBACCBBEDDECEDEDBDDBDBABEABBCCBCBCCCAB;CCBCAEEACEAEECEDBABB.BCEACEBAADAADDECEEBBECCA;BADAADBADCCADBDDDBCDEE.DCEDDCBAAB.BADDBBDDDDA;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;CCBCABEACCAEACCCEECEDDABDDBDEACEBCBCAADBEEDEBBECDA;CDDADCBEDCCAABDCEDCDEEEDBEBACCAABBEBECBACBDAD;7;160;160;180;160;160;820;E;E;H;3;A;B;B;A;A;B;A;A;A;D;A;C;A;A;D;D;A;C;5;5;0;5;5;5;5;A;A;C;F;A;C;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130005703034;2013;12;M;1;1;2004;;1;0;3;;;;;;;;;;;;2304400;FORTALEZA;23;CE;1;1;1;1;173;169;177;181;416.9;532;473.3;529.5;CECEBCEBDDE.DCCADAAACCDDAACABADAE.DACAAAEABDC;BAACEEAACBBDACADDADECCDBBBBDEAAEADCACABCCABAA;DBBCBABCBCCEAADECACEBADCAEDECBDABBECDACAABCBB;BBBCACACCAACACDACECDBCBBDCEABBACADEADBACBACDB;0;BEBDABCBBACBEDAABECDAAEBCBCDBAABCECDAEBDBAADB;CDEABCDDBBBCBDABCAEEBEDBCCBEBABEACBACACCACCAC;ABCCCCCAEBADDBDECEDBEEACEBCBCAADDABEDECCECDAEACBBE;EBACDCDECAACDDAEEDBCAABBBDCEEBECBACBDADEDCDCB;7;120;160;160;160;40;640;E;C;F;2;C;B;B;A;A;A;D;A;A;D;D;B;A;A;D;D;A;A;5;5;5;5;4;5;5;C;A;B;B;A;A;A;A;B;A;16;E;3;5;5;5;5;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
