NU_INSCRICAO;TP_RESPOSTA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025A;Q025B;Q025C;Q025D;Q025E;Q025F;Q026A;Q026B;Q026C;Q026D;Q026E;Q026F;Q026G;Q026H;Q027;Q028A;Q028B;Q028C;Q028D;Q028E;Q028F;Q028G;Q028H;Q028I;Q028J;Q028K;Q028L;Q028M;Q028N;Q028O;Q028P;Q028Q;Q028R;Q029;Q030A;Q030B;Q030C;Q030D;Q030E;Q030F;Q030G;Q031;Q032A;Q032B;Q032C;Q032D;Q032E;Q032F;Q032G;Q033A;Q033B;Q033C;Q033D;Q033E;Q033F;Q033G;Q033H;Q033I;Q033J;Q034
210054479842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479843;1;A;A;B;C;C;B;C;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479845;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479846;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479847;1;A;A;E;F;B;B;B;A;B;C;A;C;A;A;A;A;A;B;C;A;A;A;A;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479849;1;A;A;C;A;A;D;C;C;C;B;C;B;C;C;C;B;D;B;B;A;C;C;C;C;B;A;A;B;B;B;B;B;B;A;B;B;B;A;A;B;A;A;A;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479850;1;B;A;B;A;A;A;B;B;B;B;B;A;B;B;B;B;A;B;B;A;A;A;A;A;B;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;A
210054479852;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479855;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479856;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479859;1;A;A;A;C;B;B;C;C;C;C;C;C;B;C;C;D;C;B;B;A;C;C;D;C;B;A;B;B;A;B;B;B;B;B;B;B;A;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B
210054479861;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479865;1;D;;A;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;C;C;C;B;A;A;B;B;B;B;B;A;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;A;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;D
210054479866;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479868;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479873;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479874;1;C;C;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479876;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479877;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479878;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479881;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479882;1;D;;B;C;C;C;C;D;D;D;D;D;D;D;D;D;D;C;C;B;B;B;C;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479883;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479886;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479887;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479888;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479891;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479892;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479894;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479897;1;D;;E;F;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479898;1;D;;B;E;B;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;A;B;B;A;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479900;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479901;1;D;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479903;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479905;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479907;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479908;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479909;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479910;1;D;;E;F;B;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479914;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479919;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479920;1;D;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479921;1;A;A;B;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;C;D;D;D;D;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479924;1;D;;E;F;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;C
210054479925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479926;1;A;A;C;C;B;A;B;A;A;A;A;A;D;C;A;A;C;C;D;A;C;A;A;A;B;B;B;B;A;A;B;B;A;B;B;B;B;A;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479927;1;D;;E;F;B;B;B;B;B;A;B;A;B;A;A;A;A;B;B;A;B;B;A;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479928;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479929;1;A;A;C;B;C;C;C;C;C;C;C;C;B;C;C;C;C;C;B;B;C;C;C;B;B;A;B;B;A;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;B;A;B;A;B;A;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B
210054479930;1;A;A;B;C;B;B;C;C;B;C;C;B;C;D;B;B;C;B;C;A;C;C;C;C;B;A;B;B;A;B;B;B;B;B;B;B;B;A;A;A;B;B;A;B;B;A;A;A;A;B;A;B;A;B;A;B;B;B;;;;;;;;A;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;B
210054479931;1;A;A;B;C;B;B;B;B;B;B;C;B;B;B;B;C;B;C;B;B;B;B;B;B;B;A;B;B;A;B;B;B;A;B;B;B;B;A;A;A;A;B;B;B;B;A;A;A;B;B;B;B;B;B;A;B;B;B;;;;;;;;C;;;;;;;;;;;;;;;;;;B
210054479932;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479933;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479939;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479940;1;D;;A;C;B;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;B;A;B;B;A;B;A;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;A;C;;;;;;;;;;;;;;;;;;B
210054479941;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479942;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479944;1;D;;A;F;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;A;B;B;B;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479945;1;A;A;C;C;B;B;B;B;B;C;B;B;B;C;C;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479948;1;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479953;1;D;;B;E;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;B
210054479954;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479955;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479956;1;A;A;C;A;C;C;C;B;C;C;C;C;C;B;D;D;B;C;C;B;D;D;D;B;B;A;B;B;B;B;A;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;A;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;A;C
210054479957;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479959;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479960;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479961;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479962;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479963;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479964;1;D;;A;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B;A;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054479966;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479968;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479970;1;D;;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;A;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054479971;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479972;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479981;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479984;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479985;1;D;;E;E;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;A;A;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;B;A;B;B;B;B;A;A;B;B;A;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054479986;1;B;A;C;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;B;B;B;A;B;A;B;B;B;B;B;B;A;B;B;B;B;B;A;A;A;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054479987;1;D;;B;E;C;B;C;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;A;B;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;B;A;B;B;B;B;A;B;A;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;B
210054479990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479991;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479992;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479993;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054479995;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480000;1;A;A;B;C;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480001;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480004;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480005;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480007;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480011;1;D;;E;F;B;C;C;C;D;B;B;B;A;A;B;A;C;B;B;A;A;A;D;A;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;C;;;;;;;;;;;;;;;;;;B
210054480012;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480013;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480015;1;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;A;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B
210054480017;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480019;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480021;1;D;;D;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;A;B;B;A;B;B;B;B;A;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;A;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;A;B;B
210054480027;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480029;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480031;1;D;;E;F;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;A;A;B;B;B;B;B;B;B;A;A;B;B;B;A;B;A;B;B;A;B;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B;A;B;A;B;A;B;A;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B
210054480034;1;D;;D;C;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;A;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054480037;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480038;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480039;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480040;1;A;A;A;C;B;B;B;B;B;B;B;B;A;D;A;B;B;B;B;A;A;A;A;A;B;B;A;B;A;B;B;B;A;A;B;B;B;B;B;;;;;;;;;;;;;;;;;;;B;;;;;;;;A;A;B;B;B;B;A;B;B;A;B;B;B;B;A;B;B;B;B
210054480041;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480043;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480044;1;D;;D;E;C;C;C;D;D;D;B;D;B;D;D;D;A;B;B;A;A;D;D;D;B;B;A;B;A;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;B;B;B;A;B;A;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;B
210054480046;1;A;A;A;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;B;B;B;A;B;B;B;B;B;B;A;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;E
210054480048;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480049;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480050;1;B;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;A;B;B;B;B;B;B;C;;;;;;;;;;;;;;;;;;A
210054480051;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480053;1;A;A;A;C;A;A;C;C;C;C;B;B;B;C;C;C;C;D;D;D;D;D;D;D;B;B;B;B;A;B;B;B;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;B;A;B;B;B;B;B;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;B
210054480058;1;D;;D;E;C;C;D;C;C;C;C;C;B;C;C;C;C;C;C;C;C;C;C;C;B;B;B;B;A;B;A;B;A;B;B;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;A;B;B;B;A;A;B;A;B;A;B;B;B;B;;;;;;;;;;;;;;;;;;E
210054480059;1;D;;E;F;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;B;B;B;B;B;B;B;B;B;A;B;B;A;B;B;B;B;B;B;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;;;;;;;;B;;;;;;;;;;;;;;;;;;B
210054480061;1;B;C;B;C;B;B;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;B;A;B;A;B;B;B;B;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;B;A;B;B;B;;;;;;;;;;;;;;;;;;B
210054480062;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210054480063;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
