NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062
400000000216;2012;8;1;0;3;1;2006;;1;;;;;;;;0;;;;4106902;CURITIBA;41;PR;1;1;1;1;143;139;147;151;428.5;507.4;517;416;EBDAEBDAABEBAAEABAEACABAAEDDBAAABECDAAAAAAAAE;BAEDEECDBDBEBBACCEADCDCBDACDBEADCDDEBADACAECA;ADEDBAADABCABAAEBADBCACDDAEBDAEABDADBEAAECCAA;BEBADCAEBCABEAAADDDCAEAAADDBABDACBBAAABDBCCAA;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;100;100;0;420;H;F;L;4;A;B;B;B;A;A;A;A;A;D;D;C;A;D;A;D;A;A;4;4;3;1;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000217;2012;12;1;1;1;4;;;;;;;;;;;1;IF SP - CAMPUS SÃO ROQUE;35;SP;3550605;SAO ROQUE;35;SP;1;1;1;1;142;138;146;150;395.8;426.9;346.7;364.7;CEDBCDBDCEDAACDCDBBABADDAEECDCDBCECACDDCECADA;BEECAEDAADCACEDBDBEADECAECBEAECCBACDAABEEBBDE;DADDDABACBBCADBADCADEBCDABBAEDBCEBEBABECBA*CB;ACEAEACBDCDBDBCCADBCBADBCEBAACAEDADBEBCACCACE;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;60;60;60;60;20;260;C;B;E;5;A;B;A;D;D;A;D;A;A;D;A;A;D;A;D;D;A;A;5;5;5;5;5;5;5;C;A;A;F;E;A;A;A;A;A;B;;;;;;;;;;A;B;B;B;B;B;A;A;B;B;B;B;G
400000000218;2012;11;1;0;3;1;2004;;1;;;;;;;;0;;;;2802106;ESTANCIA;28;SE;1;1;1;1;143;139;147;151;451.3;480.7;497.6;405.3;ECDAEBCEDEAC.DBCCDACBAEEAADECEBCBCDCEBCACBACC;ADEBEDCEEDBADCBACBBDCDACDEABDBCBCECEBCABDAEDA;DDCBAABDAACBEAEBBEDCDDDDBCEBCBDCCBADECBDDBDAC;CEACADBBDDAEBAEEDBCDCBDACCBCAEABCDAEBCDAECBDB;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;80;60;60;40;0;240;B;B;E;4;A;B;A;A;A;A;D;A;A;D;A;B;A;D;D;D;B;B;3;2;2;5;5;5;5;B;A;A;C;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000219;2012;11;0;0;1;1;2003;;1;;;;;;;;0;;;;4301305;ARROIO GRANDE;43;RS;1;1;1;1;144;140;145;149;635.2;663.2;574.1;702.3;DAABECECEEACEEDABCDDBAEDCDAEDCCBCEDCDECBEEACB;CEBDADDACCAAADBBEBABBEDEEEEEEBECACBCEBADCEECE;DBBCDAACEBEBEEACADBADDDBEDEBAEBBAAAABDCBCAADA;ADEDEABEEEDECBDDDACBDCABADEDABCEDADDEACCBCDAA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;100;120;100;120;20;460;F;H;F;2;A;B;C;A;C;A;A;A;A;A;A;A;A;D;A;D;B;B;5;5;0;5;5;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000220;2012;13;1;1;3;1;2003;;1;;;;;;;;0;;;;2927408;SALVADOR;29;BA;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;B;C;5;C;B;B;A;A;A;D;D;A;D;B;A;D;D;D;D;A;B;2;3;0;5;5;5;5;B;A;A;C;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000221;2012;6;0;0;1;1;2008;;1;;;;;;;;0;;;;3511102;CATANDUVA;35;SP;1;1;1;1;142;138;148;152;607.2;669.1;614.4;603;DCABBDDCEEDABAECEEDECAEEDCBAACADBEECCBDCCCDEE;EEBECAEAAABDEBCBCDEEEECBBCACCBEADAEEAEBDDDAEE;BDACDBABAADAEBABBECEEDCBABCEDECCDAAADBCCADAEA;BDBBCABAEABEAEECEDDEACDDDCCEBEDABD.AACBDDBBAD;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;140;140;140;140;100;660;B;D;D;3;C;B;B;A;D;A;D;A;A;D;D;B;D;D;D;D;A;A;3;1;0;5;0;0;0;A;A;A;B;A;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000222;2012;5;0;0;3;1;2011;;1;;;;;;;;0;;;;3204906;SAO MATEUS;32;ES;1;1;1;1;143;139;147;151;495.2;528.1;441.6;566.4;EEDDDABEABBCCCECDACEEDACEBCBAACEBCEECDAEBAEBC;AAADEDEBBDDCDCECCCABDBADBDAABCDBCCECECDBDEACA;ADDEAEADDDBABECDBADBCEBDCCCAAEDEECEACDBACDBED;ADBEDADABCDCEABDCCEDECDCCAABACEADCBDBBEDBECAD;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;80;100;80;80;100;440;E;C;B;3;A;B;A;A;A;A;D;A;A;D;D;B;A;A;D;D;A;A;2;5;5;5;4;5;5;C;A;A;C;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000223;2012;3;1;0;1;1;2011;;1;;;;;;;;0;;;;4314902;PORTO ALEGRE;43;RS;1;1;1;1;143;139;147;151;546.1;634.6;668.3;502.7;EEDAEABBCEAEDBCADBEEECBBBDBBBBBBBBBBBBBBBB*BC;AABABEEEAEAEBCEBABEDECADAEEAAEEBCDAEEADAEDECA;ADDDBABDAAEEABAEBEDEABEADCEBEEACACDDDADEDABAD;DDDDDDDDDDDDEADBDDD.EDDDDEACACE*EEDEEEDCEEEDE;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;160;140;140;140;700;E;E;C;4;B;B;A;A;B;A;D;A;A;D;A;B;A;A;D;D;A;C;4;1;0;5;4;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000224;2012;3;0;0;1;1;2011;;1;;;;;;;;0;;;;2906006;CAMPO FORMOSO;29;BA;1;1;1;1;144;140;146;150;585;642.3;591.7;664.5;DCADECCDBECEEEDDDBCDAABBCEAAEDCDBEDCBBCBCEEBD;CBBBADDAECEADABDBBAEDADEEEEBEBECACBCBAB*AEEEE;ADDBBAADAAADDBEBDEECECDDBCACDDCAAAEDCCBDDAEAE;EABEEEEBDADBECCCDDBEBBAACBCBEBCADBECDDBCDCABA;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;120;160;140;140;100;660;G;G;L;4;A;B;B;B;A;A;A;A;A;D;A;C;A;D;D;A;B;B;3;4;0;5;4;3;0;B;A;B;B;A;C;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000225;2012;13;0;1;1;1;2003;;1;;;;;;;;0;;;;2111300;SAO LUIS;21;MA;1;1;1;1;143;139;146;150;525.2;563.5;536.3;696.6;EEDBAABCAEABCBBEDBAAABBEBECBDDCECBCCACDBCBCEC;AABDEECEAEBEBDBADCEBCBBDBAEABEDACEECDEDAAAECA;DDECEAADBBBDDBECEBEDEEDADCEDDCABDBCDEEBABCCAA;EABEEECBDACCCCDBDCEBCCACEBDEECECBDADADBDDCABA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;120;120;140;120;20;520;B;C;D;3;A;B;A;A;D;A;D;D;A;D;D;B;A;D;D;D;B;A;3;1;5;5;5;5;0;B;A;D;C;B;B;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
400000000226;2012;10;1;0;1;1;2004;;1;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;1;1;1;1;141;137;147;151;562.5;653.3;618.9;588.6;BBAEAEDABCDDACABEEAACDDCBECDAECECCCBBEDACEBEC;CAECAABDCEDBDDEEAECBBCDACCEDAEEABDEAEEEECACEE;ADDEEAA*AAEBAAAEBEABABDDDCDBEEADDCDDBABECAEAE;AECDEACEBDDCEABEEDEEECDCECCBACDEDDADABDDBEBDA;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;160;160;120;120;120;680;C;E;F;3;D;B;A;A;A;A;D;A;A;D;A;C;A;A;D;D;A;A;5;5;5;5;3;3;3;B;A;D;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000227;2012;4;0;0;0;1;2011;;1;;;;;;;;0;;;;3300100;ANGRA DOS REIS;33;RJ;1;1;1;1;143;139;147;151;511.1;603.3;553.1;600.9;EBDBBBEDCABACCBCDDCBAABDAEDDBBDCBBBADCDCACDCC;AABCECEEEAAEDCBBEBCDABBDAAAACBDACDBBECDBEDECA;ADBECEADDAEEAACEBEDCDBADDCEBDEECCADDCAEBDEDDE;BEEBDEACCCBCEABEDEEEEBDBDCABACDDABDDBACDBADAB;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;120;140;120;600;E;C;G;3;C;B;A;A;D;A;D;D;A;D;A;C;A;A;D;D;A;A;5;0;0;5;1;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000228;2012;1;1;0;1;3;;;;;;;;;;;0;;;;2111300;SAO LUIS;21;MA;1;1;1;1;143;139;145;149;464.9;665.4;585.6;626.6;AEAAEABEAEBEADBCEEDDCDEBCEAACABCBCBADECCCDBEB;AABDEAEEEACEBCDBDABDBCBAAEBABEBDCDACECDAEDECA;DBAABABCEBEBEECEAEAABBACECEDDABDECDDAADACACDA;CECCEABEEEDCBDEBDACBDCABABBABDCEEACDBADEEAEDD;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;180;180;180;180;20;740;G;G;Q;6;A;B;C;C;B;C;B;A;B;A;A;C;C;A;A;B;C;C;5;1;0;4;5;0;1;E;A;C;F;A;C;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000229;2012;11;1;0;4;1;2003;;1;;;;;;;;0;;;;2611606;RECIFE;26;PE;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;B;C;2;E;B;A;A;A;D;D;A;A;A;D;A;A;D;D;D;A;A;4;2;2;5;2;5;2;C;A;A;B;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000230;2012;1;0;0;1;3;;;;;;;;;;;0;;;;2211001;TERESINA;22;PI;1;1;1;1;144;140;147;151;702.2;703;639.1;836.1;DCADECDEEEBCEEDABCEABAEBCBAEEACDCAACBBCBEBECE;CBBDDBDEEEEAAABDEBABBCEBDEECEBECABDCDBADAEECE;ADDDEAADDAADAAAEBEDEABCDDCEBEEAABCDDBADBCEEAE;BEBBDEDAADEDEABEAEEEECCCCCABACBDBEDBDBEDEDCBC;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;180;160;160;160;160;820;G;E;I;5;A;B;C;A;A;B;C;A;A;A;A;C;A;A;D;B;C;C;5;5;5;5;2;0;0;B;A;C;F;A;C;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000231;2012;11;1;0;0;1;2003;;1;;;;;;;;0;;;;3303203;NILOPOLIS;33;RJ;1;1;1;1;141;137;145;149;511.6;493.2;447.4;557.3;BADCEDDACADBCDEEDEACBCDCAEACBDBEDCBECBDEEEDBD;DBEEAEEDDBCACBEAEDCEDBBEDCBEDEEBBEEBAABECAABE;DBDCADCABBEADACDCEBDADCCBCAADDCEEACDCEBDAAACA;BCEDDBBECCDDADDADCCEBEACAAECBDEEDBDDEBAAADEAD;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;100;80;100;100;100;480;C;B;D;4;D;B;A;A;A;A;A;A;A;D;A;A;D;D;A;D;A;A;4;5;5;5;5;5;2;B;A;B;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000232;2012;11;0;0;3;1;2003;;1;;;;;;;;0;;;;1302603;MANAUS;13;AM;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;I;A;F;2;A;B;B;A;A;A;D;D;A;D;A;A;A;A;D;D;A;A;5;5;5;5;5;5;5;B;A;A;B;A;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000233;2012;4;1;0;3;1;2011;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;0;0;1;1;;;145;149;;;498;368.5;;;AEDADEEABBCADEBEADCAEDEEADACDEDBAACDCBCABABDA;AEEBEEDBEEECBCABBDCEBADCCDCEBECBABEAACEEAECAD;0;;;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;80;100;80;80;80;420;C;B;C;4;A;B;A;D;D;A;D;D;A;D;D;A;A;D;D;D;A;A;5;5;5;5;4;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000234;2012;2;0;0;3;2;;2;1;5208707;GOIANIA;52;GO;4;1;1;0;;;;5208707;GOIANIA;52;GO;1;1;1;1;143;139;147;151;754.1;721;635.3;923.2;EEDABAEBCEBEECBDCDCECDDABECEEBEBACBBDCEDABECC;AABDEEEEEACEBCBBEBDADCDDAECACEAEDDBCEADAEEECB;ADDBBADDABACAAAEBEDAABCDDCEBEEACBDBDDADEDABAC;DEBDEEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDEADBC;0;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;180;200;180;180;160;900;H;H;Q;4;A;B;C;A;A;C;B;A;A;D;A;C;B;A;A;D;C;C;3;0;0;5;0;0;0;B;A;C;B;A;C;A;B;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000235;2012;6;1;1;1;1;2009;;1;;;;;;;;0;;;;2211001;TERESINA;22;PI;1;1;1;1;144;140;146;150;475.1;416.9;512.1;623.3;CBEBEDECAACAEEDDECCEEEBEDEABEBBDAEDCBCDACBBCB;CBEAEDDAECEEDEABEBABEEBAEDDCBCCEAEADAEDBDEAEB;ABEEAAACABDDDBEBDEEDEADEBCEACBBBABADDCBABAAEE;EBBEEEEBBCDCCCACBDBCBADDAEBB*BEEDDEDCDBDCCABA;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;140;160;120;120;80;620;E;B;B;2;D;B;D;D;A;A;D;D;A;D;A;B;A;D;D;D;A;A;4;4;3;5;3;3;3;B;A;A;B;A;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000236;2012;9;0;0;2;1;2006;;1;;;;;;;;0;;;;2910800;FEIRA DE SANTANA;29;BA;1;1;1;1;141;137;145;149;434.7;543.7;495.7;408;EBEEAEDDCBDAABEDEBCCDDACAEDBCEECDCEDCABEDCEDB;DBDCAABEAEBEAAEDBECBBDDADBBDCACBABEDEBECCADEB;CDACABAAEBCCDEADDEAEBDACEBBACDBBEDCBDDBBAAADA;BCBEEACEBBEDDCDEDAEECBCCEDEDCBBEACECBAAEDCBDD;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;120;120;140;140;640;E;C;F;4;A;B;A;A;A;A;A;A;A;A;A;C;A;D;D;D;A;B;5;5;5;5;5;5;3;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000237;2012;3;0;0;1;1;2011;;1;;;;;;;;0;;;;4216602;SAO JOSE;42;SC;1;1;1;1;141;137;148;152;527.6;567.4;588.2;613.7;ABADEEDADEADECCBAABBBADEAECABAECAADBEEAAEEABD;EAEBAABDBEBBDEEEEECCEEBEBEECACEACBCCDECEBEBCE;BEAADAAEAADAEBABABAEEDDCADEEDECCCDDAABBDABDBD;BDCCCABAEABEDEEECAEEEADDCCDBABAABCCBBBBDBABED;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;100;120;140;80;40;480;C;H;N;4;B;B;C;A;A;C;A;A;A;D;A;C;A;A;A;D;B;B;3;0;0;5;5;1;1;B;A;C;B;A;C;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000238;2012;8;0;0;3;1;2011;;1;;;;;;;;0;;;;5201405;APARECIDA DE GOIANIA;52;GO;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;B;E;5;A;B;B;D;A;A;A;A;A;D;A;C;D;D;D;D;A;A;5;5;4;5;5;5;5;C;A;A;D;C;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000239;2012;4;1;0;3;1;2011;;1;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;1;1;1;1;143;139;146;150;588.7;609.3;605.7;605.3;EBDABABBDEACABABADEAADAABECEEBBCCBDAACECDEECC;AABDEEEDBACECCBBDBEACCBCACCAECABBCEBEADAAEECA;BDBCEAADAEBDDCEBEEEDBDDACCDABDBAAAADADAEBACAE;EABEEEABBAAACECBCCEDBAADADECEBBABCBDEDADBBABA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;140;100;100;120;100;560;E;F;F;6;A;B;B;A;D;B;A;A;A;A;A;A;A;A;D;D;A;C;5;2;0;5;5;0;5;B;A;C;B;A;C;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000240;2012;11;1;0;2;1;2011;;1;;;;;;;;0;;;;2211209;URUCUI;22;PI;1;1;1;1;144;140;148;152;431.4;435.9;407.8;368.6;ECABEBCAADDBECEACCBBACBCABBCBCEBABAABCCCCCBED;CCCAABABCACAAACAAECADEBCAABDEBECEBCACEECCDDDA;BEACCEDDADCCBBDC*BAEBBCBABBCDABADAABABEDBADEA;CBAADBDBEBDBBABAEDBBABAEECCCCCECD.DACAACCCBBA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;120;80;80;0;400;C;B;B;8;A;B;A;A;D;D;D;D;A;D;D;A;A;D;D;D;A;A;1;1;1;1;1;1;1;B;A;A;B;A;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000241;2012;11;0;0;3;1;2004;;1;;;;;;;;0;;;;2604106;CARUARU;26;PE;1;1;1;1;142;138;146;150;368.6;539.7;465.8;465.7;BACEEDCBDCBEABBEDABBDD*.BCDDBCBAACCDCBDECBACD;CBCECACAADBDABBBEEEDCECDAACDBAADBEABCCECDDBBC;AECAAAADDEBCDBEEABECEAADDCAEBACBACD*CBDCCABDC;EABECBCDBCBADEECABCDCCBEABBCEDDDCDACBACCACDDE;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;120;140;120;120;120;620;E;G;D;5;A;B;B;B;A;A;D;D;A;D;D;C;D;D;D;D;B;A;3;5;3;5;3;5;5;B;A;B;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000242;2012;11;0;0;3;1;2003;;1;;;;;;;;0;;;;3167202;SETE LAGOAS;31;MG;1;1;1;1;142;138;145;149;567.6;587.5;499.6;733.3;DEACCDDDEEADBADDEADECBAEDBEDDEAECDCCDBECCCAAC;BEDECAEAADDAECCDCEEEDECEBCACCAAEEEEDABADCDAAA;DEBDDBCCEBCBEEEEACBBEDDCECCACCDCEDDBCBEEDECDC;ADEDEABEEECCBBEEDACBDCACADECADEEDBDDEDCCAABDD;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;140;160;100;120;20;540;B;C;D;7;A;B;A;D;A;A;A;A;A;D;A;C;A;D;D;D;A;A;4;5;5;5;4;5;5;B;A;A;A;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
