NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062
400000000187;2012;14;0;0;3;1;2003;;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;143;139;147;151;525.4;621.8;546.4;581;EEDABBEDDBAABCCECACCECAACECDCACCCEBAECCCCCABB;AABEEEEEBABEBBBCEBDDCCDDECEADEEACBAECADAEEECA;AAAEAAACDBDEABCEBCDCADEDDCEBEBDADCDACADDAACAC;EDADBDACADCCEABEEBEEECAABCABADCBCDCCBBBBBBBBB;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;140;120;80;560;B;B;E;2;D;B;C;A;A;B;D;D;A;D;A;A;A;D;D;D;A;A;3;3;5;5;5;5;3;D;A;A;E;D;A;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000188;2012;3;1;0;3;1;2011;;1;;;;;;;;0;;;;3528502;MAIRIPORA;35;SP;1;1;1;1;141;137;145;149;404.8;541.8;532.8;506.3;CBAECBEAECDEECADBABBEEAECEDDDEDCBCCDAAEBDCABA;BADEAADBCEDDDDEDCBCEECECDCBDBECCAEAEDEDECCCEB;DDACDDCAEBEBDEACACADBADEACBCDADBEABADACBAACDA;CAECEABAECEBAABABECCBDCBACEBBBBEBCBDEAEAEAAAD;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;160;160;140;160;120;740;D;G;E;4;A;B;B;B;B;A;A;B;A;D;A;C;A;D;A;D;A;A;5;5;5;5;5;5;3;B;A;A;B;A;A;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
400000000189;2012;14;0;1;3;1;2003;;1;;;;;;;;0;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;141;137;145;149;585;609.7;581.3;661;BAABE.DAACACADADAAEACADCEECECCBDCACBDAAACCABA;EADBDABDBEBEDCEDDDC.BABACBEDBACABBA.AEDECACAC;DBDADDABEBECEEAEECACCDCAEDCCAABDADCAAADECAADA;DCBDEABEEECCADEEDACBDBABABEABDEEEBDDCBAAECEAC;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;160;140;120;100;60;580;I;C;H;2;C;B;A;A;A;A;A;A;A;A;A;A;A;A;D;D;A;A;3;5;5;5;3;3;5;B;A;A;C;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000190;2012;11;0;0;3;1;2003;;1;;;;;;;;0;;;;2310209;PARACURU;23;CE;1;1;0;0;143;139;;;514.8;610.4;;;EEDDEAABDBAADCDCCACDACBADEBBCABACEBCDACBDDBDC;AABEEDEEEACECCBBEBDAECBAEBCABCECCEDCEACDEEACE;;;;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;;;F;;;;;;;A;A;G;7;A;B;C;B;B;C;C;A;A;A;A;C;B;A;A;A;C;B;3;3;4;5;3;3;4;A;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000191;2012;9;0;0;3;1;2006;;1;;;;;;;;0;;;;3170701;VARGINHA;31;MG;1;1;1;1;141;137;148;152;542.4;517.5;519;592.1;DBEAEEDCDCADEAADDABCADDCBECDCCEEACCBDADCCEDBA;BAEBAABACEBABCADBACBEAECDCEAAACEAEDADEDEAECAB;ACAECEDDABDAEBBADECCEDDCCDEEBCDDDCCEEDEEACDBE;CDBACABAEABDECAEEECCCDBCDDCDDCCEBBABEAEECDDDD;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;160;120;120;120;140;660;B;B;H;3;B;B;A;A;A;D;D;D;A;D;D;C;D;D;D;D;A;A;0;0;0;5;4;5;4;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000192;2012;2;0;0;1;2;;1;1;3552502;SUZANO;35;SP;2;1;1;0;;;;3552502;SUZANO;35;SP;1;1;1;1;141;137;145;149;558.6;581.9;506.7;612;AADBEDDACCDBEDCAEACABCBCEECDCDDCCDCBBEDCACAEA;EACBAABDBEAEDDACEEBEBEDEDEDDEBEBAEEECEEECACAE;DEAABBBAEBCADEAABEBAEDACEDBCEAECACCDADABDEACA;AADAEABEEECDBBCAECCBDEABABEDBEAECACDBCCEADEAA;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;120;120;100;120;580;F;G;M;5;C;B;B;A;D;C;D;B;A;A;A;C;A;A;A;A;B;C;3;4;4;4;2;5;5;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000193;2012;4;0;0;3;1;2010;;1;;;;;;;;0;;;;2802908;ITABAIANA;28;SE;1;1;1;1;143;139;146;150;529.2;571.9;521.3;573;ABDBABAEABAAAABBCACAAAAADECACAACBCBADAAAABACC;CABDEEDEEBAEDCBBACEDBCBAAEEABBDECABAAAAAEBABA;ADEAEAADAEBDCAEEBAEEAAAAADAECDAADBAAADCEABEAA;EABEEECABAACCDAAAADABABCAEAAEABAAAAAADBDCABBA;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;120;120;100;0;440;G;C;D;5;B;B;A;D;D;A;D;D;A;D;D;A;A;D;D;D;B;C;5;5;2;5;5;5;5;C;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000194;2012;4;1;0;3;1;2010;;1;;;;;;;;0;;;;2607901;JABOATAO DOS GUARARAPES;26;PE;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;B;E;B;3;A;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A;A;5;3;4;5;5;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000195;2012;1;1;0;1;3;;;;;;;;;;;0;;;;3300209;ARARUAMA;33;RJ;1;1;1;1;142;138;148;152;444.3;527;462.3;388.3;EEACBDBBECDDEEEDDADEDABBCDEDABADECABBDDCCE.DC;AEDECAEEADDEDCDCCAEDEEBEBEBAECACDABEAAECEADBA;BCDAACEDABDBEBEAAEDDCCDEEDAADEADBEEDAEAEBEDDB;BEDBBCCCEEDEACEEBDEACCABEADDCBDCBADAEDBDBDCEA;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;140;120;100;140;80;580;G;F;C;3;A;A;A;A;A;A;D;A;A;D;A;B;A;D;D;D;A;C;0;0;0;5;0;0;0;B;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000196;2012;11;1;2;1;1;2003;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;142;138;146;150;451.3;533;472.6;458.4;DEBDCCAEEADAAADDBCADECDEEDAECEEDCEBDEDCECEACC;DEDECACAEACDDACBEDEEDECEEDAECDCCEEEDDAEBEAADE;BDBCEACCBEBDDCEBABAECDEDCCEEEBBABBAECCBAEEEBB;EAABECDCBBEBCCCBCCDDBDADEEBCCEEDCDEBCCAEBCEBA;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;80;80;100;40;400;B;B;H;5;D;B;B;A;A;A;D;A;A;A;A;C;A;D;A;D;A;A;3;4;5;5;5;5;5;D;C;A;D;C;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000197;2012;2;0;0;1;2;;1;1;4209102;JOINVILLE;42;SC;2;1;1;0;;;;4209102;JOINVILLE;42;SC;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;E;H;4;A;B;C;A;A;C;A;A;A;A;A;A;A;A;A;D;B;B;5;5;3;5;5;5;5;B;A;A;B;A;A;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000198;2012;5;1;0;3;1;2009;;1;;;;;;;;0;;;;5300108;BRASILIA;53;DF;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;D;G;5;A;B;B;A;A;A;A;A;A;D;A;A;A;D;D;D;B;A;2;2;2;4;5;5;3;B;A;A;B;A;A;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
400000000199;2012;9;1;1;3;1;2008;;1;;;;;;;;0;;;;2925105;POCOES;29;BA;1;1;1;1;143;139;147;151;499.3;614.8;573.3;579.9;EEDBEBAADEBAEACCCDCBCCCAAEDDEABAAA*AACAAAAAAC;AABDEDBDEADEBCDCDEEDCDBDCEEAADCBCDACEADAEBECA;DDAECAADAAEACBAEBEAAADCDBCEBEEAABCEAAADACADAE;BBCDDAEABEECEABEACEECAABBCACABBBBBDBBADDBABBB;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;100;120;120;560;B;A;B;2;A;A;A;D;A;A;D;D;A;D;D;A;A;D;D;D;A;A;3;2;1;5;1;5;2;B;B;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000200;2012;11;1;1;1;1;2003;;1;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;E;D;5;A;B;A;A;D;A;A;A;A;D;A;B;A;D;D;D;A;B;5;5;0;5;3;5;5;A;A;B;D;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000201;2012;8;1;0;3;1;2007;;2;;;;;;;;0;;;;2111300;SAO LUIS;21;MA;1;1;1;1;143;139;147;151;425.6;550.3;387;586;EEDBEEEEDEEEBCCCBAECAAEEDABCCBDDCC*BBCACEDEBB;AABDEBEDEEAECCBBDAEBBCBDCACEADAECDECDCCADACEA;DBEBEAACBACBACBEEADDCEBBCBCABCAACAAEAADACADBA;BEBADEBAEEDCEABEDEECEAEBBCCBACDDDBCDDBACABCEB;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;120;100;100;120;20;460;E;E;B;4;A;A;A;A;D;D;D;A;A;A;A;A;D;D;D;D;A;A;1;3;1;5;3;5;3;B;A;B;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000202;2012;10;1;0;3;1;2011;;2;;;;;;;;0;;;;4106902;CURITIBA;41;PR;1;1;1;1;141;137;145;149;461.2;531.1;482.6;407.1;EBBEABDEBCCCEACDEECDACBCBECEBECDCBBBDADDCEDDB;DEEBDADDAECBCEEEDDCBBDAADEEBBEBAADEEDCBECAAAE;ABABAABCCBDBAABAEEBDBDCDEDEAEADAEADDCACCCDADA;DBCCEADEEABCCDACBAECBECECCECBDBEBCAABDCEEDBDC;1;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;120;140;140;100;100;600;C;C;G;4;B;B;B;A;A;B;A;A;A;D;D;C;A;D;A;D;A;A;1;3;0;5;5;5;5;A;A;A;E;E;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000203;2012;15;1;1;1;1;2003;;2;;;;;;;;0;;;;5103403;CUIABA;51;MT;1;1;1;1;143;139;147;151;472.4;508.7;511.9;405.7;BEDDEBABCDACBEECAACEEBADCEDCCEEADEADAACCBDADC;AADDADBDDECECCBDEDCECDDEDACAAECCCAEEEECAEBECA;ADBAAEBDAEACBAAEBBAECCADDCBBDEDEDACBCACBEADAC;BEBCDAEEDCECEBDECAECBCBDADACBAEBCB*EACEBAEDEE;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;60;60;80;80;40;320;B;B;E;5;C;B;A;A;A;A;D;D;A;D;A;B;A;D;D;D;A;A;5;4;5;5;1;4;4;B;A;B;A;A;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000204;2012;11;1;1;3;1;2011;;1;;;;;;;;0;;;;2803500;LAGARTO;28;SE;1;1;1;1;141;137;147;151;464.5;520.4;531.9;435.2;AEBDEBACCBCBADACEDBBEEBABECEDCDDBCEADBACDDAEA;EAEDACBDAEBCECDCEBADCEBCDCCDBCAEBCBBAAECCACDD;AEEBEAADBCEDABCEBEDCADDDAEEAEDAEBAEDBADBDADAE;DECBDBEBCDCAEABEABDDAECBABECADCBEDBBACECABAEC;0;BAEBEEDABDDDABCCBAEEACDCDECEACBDACCBEBACEEBEB;EADBAABDCEBDDCEEEECEBCDADCEDAECABEEEAEEECACDA;ADDBBADABCAADAAABAAAEBEDEABEDDCEBEEACBCDDBADEDAEAD;DEBDDEDAADEDEABEAEEEECCCBCABACBDBEDBDBDDECDBC;P;160;100;100;140;20;520;E;F;B;4;A;B;A;A;A;A;D;D;A;D;D;B;A;D;D;D;A;C;5;0;0;5;4;5;5;A;A;A;D;C;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
400000000205;2012;7;1;0;4;1;2008;;1;;;;;;;;0;;;;3154606;RIBEIRAO DAS NEVES;31;MG;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;E;B;K;6;A;B;A;A;A;A;A;A;A;D;A;C;A;A;A;D;A;A;5;5;5;5;5;5;4;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000206;2012;11;1;0;1;1;2003;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;142;138;146;150;414.6;531.3;496.3;591.6;EBEACDAAABDDAAABAAAEBCBBDEEEBCAACEAAEDCCACAAB;BEBECAEDAABDBCAAEAAEEEDACADCAAACBBEAAECEBEEAA;DDBABEADABBDDEABDEEADBCCDCAEEBAEBBCDECEAEDAAE;EABEEECECDEEDAEDEBEABEACDBDCECEADDAAABADCCABA;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;80;100;100;0;380;B;B;D;2;A;B;A;A;A;A;D;A;A;D;A;A;D;A;D;D;A;A;0;0;0;5;5;5;0;C;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000207;2012;11;1;0;2;1;2003;;1;;;;;;;;0;;;;2927408;SALVADOR;29;BA;0;0;0;0;;;;;;;;;;;;;;;;;;F;;;;;;;C;E;C;3;C;B;A;D;D;D;D;D;A;D;D;A;D;D;D;D;A;A;5;2;5;5;3;5;5;A;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
400000000208;2012;5;1;0;3;1;2010;;1;;;;;;;;0;;;;2112209;TIMON;21;MA;1;1;1;1;142;138;148;152;401.6;437.1;425.8;294.2;DDDDDACEEDDCCAAEDCBAABCDDEACBCADBDCDDCCECCAEB;BEEECDBCACDCADBABCDAEACBDDCECDDABDCADDBCDAEBD;DDEEBCDBEACADCACBDCEEDCCDEAAEDDCDEBECDCEAEDBD;ACBCAEDBBBAACEABADCECBAEDAEBCADAACBBBCADDDCEB;1;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;80;80;80;100;20;360;E;E;D;5;A;B;A;A;A;D;D;D;A;D;D;B;D;D;D;D;A;C;5;5;0;5;0;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000209;2012;13;0;0;3;1;2011;;2;;;;;;;;0;;;;2611606;RECIFE;26;PE;1;1;1;1;143;139;148;152;364.3;457.8;352.8;323.3;ADAECBDADBACEBECDAEDEABCABECEACADBDCDCADBDBEC;BABCDAECBDBEDABBBAEDACAEBADCADCBEABEDCBCDBECA;BDDEBCBEADBABDACACCDBEBADACADECBAEDEADADCBEBA;ECCBBADCBEAEBABDBABACEBCADBBADCBAABEACBADBADC;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;100;100;100;100;100;500;D;C;B;3;A;B;A;A;A;D;D;D;A;D;A;A;D;D;D;D;A;A;5;5;4;5;4;5;4;A;B;A;A;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000210;2012;13;1;1;0;1;2003;;1;;;;;;;;0;;;;3550308;SAO PAULO;35;SP;1;1;1;1;144;140;145;149;451.5;483.3;505.7;530.5;DEADEDECDBCECEDEECBEEACCEEEABBCAAEBEBADDDCDEE;CDCAACABDEDEADDDCAAEDEDDADEACDECDCBCEABDCBDBB;CABADBCAEBEADCAEACAEBCDCCACDDAABCADBAEDBDAACA;CCEDEAEEEBCABCADADEDDCAAACCDBBEECDCCAADEBBBED;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;80;120;100;80;0;380;B;B;C;4;D;B;A;D;D;A;A;A;A;A;A;C;A;D;A;D;A;A;4;4;4;5;4;5;3;D;C;A;C;B;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000211;2012;11;0;1;1;2;;1;2;4119905;PONTA GROSSA;41;PR;2;1;1;1;SECRETARIA ESTADUAL - PR;41;PR;4119905;PONTA GROSSA;41;PR;1;1;1;1;144;140;148;152;521.9;583.8;562.3;605.4;DDECECDCADDAABDAECDCEBDECDAAABA*CEBEECCBBCECC;DECADCDAAEAAAAEDEBABEEAEDCDBECECACBABDAEDEECE;EDAADBDBAADAEBACAEBEEADDABEEDBAD*BDDEBAADECBC;CEBBCABAEABEDBEAEDAECADECCB*CBEBAACEEABADDCBB;0;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;120;100;140;80;560;B;C;C;3;C;B;A;A;A;A;A;A;A;D;A;B;A;D;D;D;A;B;0;5;0;5;3;4;4;B;A;A;F;E;A;A;B;B;A;A;A;A;B;B;B;A;B;B;B;A;B;B;B;B;B;B;B;B;B;B;B;G
400000000212;2012;3;1;0;1;1;2011;;1;;;;;;;;0;;;;2607901;JABOATAO DOS GUARARAPES;26;PE;1;1;1;1;142;138;145;149;482;516.6;539.4;533.6;AECCBAECEEDBEBCCBDABCDACDBBDAAECAADBBBDCCDDCE;CBEECAABDABDDCBBBAECDEBDCAEECDCADEBCECDBDDBEA;EBACEABAEBCBEEEDAEADEDDBEDCDCAAEACBDBECACBBDA;ACDCEABEECDBBDCEBECDBCCCADEABDECDADBECDEABCDA;0;CBABDDACEEDABAEBEEAECEACBDDABEBEBBACEBECCCDCD;CEBECAEAAABDDBCDCEEEEECEBDDCCDAADAEEABEEEDAEC;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;100;120;120;140;20;500;D;D;E;5;C;B;A;A;A;A;D;A;A;D;D;C;A;D;D;D;A;C;5;4;3;5;4;5;5;B;A;A;B;A;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000213;2012;4;1;0;3;1;2010;;1;;;;;;;;0;;;;3303302;NITEROI;33;RJ;1;1;1;1;143;139;145;149;505.6;507.1;570.6;592.8;EEDACABDECAEBADBDEECABADEECBEABEDDAAEBBCCDDAE;DABAEECACACEDCBBECEDBCBADCEAAEBDCADBCACBEDABE;DDACCEBAEBEBEEACAEBDADCBEAECDAEDACBAEDBCEAADD;ABECEABEEEEDBCAACBEADCABADEDCAAEBCADBCEDBABEC;1;EEDABAEBCBAEEABDCDCDCDDABECEEBEBACBBACEDABECC;AABDEEEEEACEBCEBDBDDCCDDAECABEEECDACEADAEEECA;DBBADDAABCAAAEBEBEEAEADAABDDCEDECDABEACBDBADEDAADA;ADEDEABEEECCCBDEDACBDCABADEBDAEEDBDDECDBCBEDB;P;140;100;80;80;100;500;E;F;G;4;A;B;A;D;D;A;A;A;A;D;A;B;A;D;D;D;A;C;5;5;0;5;5;5;5;B;A;C;B;A;C;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000214;2012;1;0;0;1;3;;;;;;;;;;;0;;;;5004700;IVINHEMA;50;MS;1;1;1;1;144;140;146;150;465.3;546.4;462.4;476.6;BAECEDECABAAAEDBBADEEBDDCEBACBBABCBEDDCBBEDDB;AABCBADCADBAADBDDBEDDECEECCAECECABEAAAADADADD;ABADDACDAEADEBBCDAEBBBE...ADCDCABDCEDEDBCCDAD;EABBCEACB.CDCABDCBCBBCAAEAADDDADDDCDBCACDDAAA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;ADDBBADACBAADAEBDDCEBEEEDECDABEACBDBAAAADEDAABAEAD;EABEEECBDADEDCCCBDEBDECDBCAEEBEDBDEDADBDDCABA;P;100;120;100;120;80;520;E;E;F;5;A;B;A;A;B;C;B;A;A;D;D;C;A;D;A;D;B;C;5;5;0;5;0;5;5;D;A;A;F;A;A;A;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
400000000215;2012;6;1;0;3;1;2007;;1;;;;;;;;0;;;;2919207;LAURO DE FREITAS;29;BA;1;1;1;1;144;140;148;152;537.8;443.6;418.4;422.2;EDDBECEECDCAEBDAABCDABBEDBAACCCDDBCBBCCBECECB;CCAEECCEBACBEDEDACADEDCAEDADACEAACBEBAADEEBEB;CEAABE*.ACDAEDBCDBDBEDCDEABADACECCBBAECADECCC;DDBDACBCCBBEBECEABCAEBDCACBBCEBBDACEDBBCDACDA;1;DDABECEEBEBCEEDABDDABAEBCBAEEACDCDACBCCBEBACE;CEBDDCDAECEAAABDDBABEEEEEEECEBECACDCDAADAEECE;BDBADAADCBAABAADAEBAAAEBEEDDCABEEDECDDBAACBAEADDED;CCCBCABAEABEAEEEEDEDAADEDCBDDEBDECDBCBEDBDBDD;P;120;100;100;100;40;460;C;B;C;5;A;B;A;A;A;D;D;D;A;D;D;C;D;D;D;D;A;A;4;5;5;2;2;5;2;B;A;A;B;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
