NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023
210062065566;2024;5;M;1;1;1;1;0;;0;4304606;Canoas;43;RS;E;E;C;B;3;B;D;A;B;C;B;A;B;A;B;B;B;B;A;B;B;D;A
210062065567;2024;2;M;1;1;1;2;0;1;0;4310207;Ijuí;43;RS;F;G;D;D;3;A;H;B;B;C;A;A;B;A;B;B;B;A;A;B;B;B;A
210062065568;2024;2;F;3;1;1;3;0;;1;4314902;Porto Alegre;43;RS;C;E;C;B;4;A;C;A;B;C;A;A;B;B;B;B;A;B;A;A;A;C;A
210062065569;2024;14;F;2;1;4;1;0;;0;4314407;Pelotas;43;RS;A;B;B;B;4;B;C;A;B;C;A;A;B;A;B;A;A;B;A;A;A;B;A
210062065570;2024;11;M;1;1;1;1;0;;0;4302105;Bento Gonçalves;43;RS;H;F;D;D;2;B;C;A;B;C;B;A;B;A;B;B;B;B;A;B;C;C;F
210062065571;2024;4;M;1;3;1;2;0;1;0;4300406;Alegrete;43;RS;D;D;B;B;3;A;B;A;B;C;A;B;B;A;A;A;A;B;A;B;A;C;A
210062065572;2024;6;F;1;1;1;1;3;;0;4308508;Frederico Westphalen;43;RS;D;G;A;D;4;A;E;A;B;D;B;A;B;B;B;B;A;B;A;B;B;D;A
210062065573;2024;4;M;1;3;1;1;1;;0;4310330;Imbé;43;RS;E;B;C;C;4;A;D;A;B;C;B;A;B;A;A;B;A;B;A;B;B;C;A
210062065574;2024;1;F;1;1;1;3;0;;1;4314407;Pelotas;43;RS;E;E;C;B;4;A;A;A;B;C;A;A;B;A;A;B;A;B;A;B;B;C;A
210062065575;2024;10;M;1;3;1;1;6;;0;4305108;Caxias do Sul;43;RS;B;D;C;C;5;B;E;A;B;D;C;A;C;B;B;B;B;B;A;B;B;E;A
210062065576;2024;2;F;1;2;1;3;0;;1;3513801;Diadema;35;SP;D;B;B;B;2;B;B;A;B;B;A;A;B;A;B;A;A;B;B;B;A;B;A
210062065577;2024;4;F;1;3;1;1;0;;0;2111300;São Luís;21;MA;E;E;C;F;4;A;C;A;B;C;A;B;B;A;A;A;A;B;A;B;B;C;A
210062065578;2024;7;M;1;1;1;1;4;;0;4322608;Venâncio Aires;43;RS;E;E;C;B;4;B;D;A;C;D;C;A;B;B;B;B;B;C;B;B;C;D;A
210062065579;2024;5;M;1;3;1;2;0;;0;4309209;Gravataí;43;RS;H;B;C;A;6;B;C;D;B;D;A;A;B;B;B;B;A;C;B;B;A;E;A
210062065588;2024;16;F;1;1;1;1;18;;0;2507507;João Pessoa;25;PB;F;E;E;D;3;B;O;B;D;D;C;A;B;B;B;B;A;D;A;B;B;C;B
210062065589;2024;4;F;1;3;1;2;0;1;0;1302405;Lábrea;13;AM;E;E;D;A;7;A;B;A;A;D;A;A;A;B;A;A;A;B;A;A;B;E;A
210062065590;2024;13;F;1;3;1;2;0;;0;2114007;Zé Doca;21;MA;B;B;A;A;4;A;A;A;A;B;A;A;B;A;A;A;A;B;A;A;A;A;A
210062065591;2024;11;M;1;3;1;1;0;;0;4304606;Canoas;43;RS;E;H;F;F;4;B;C;A;B;B;A;A;B;A;B;B;B;B;A;B;A;B;A
210062065592;2024;6;F;1;1;1;1;4;;0;5006606;Ponta Porã;50;MS;E;G;C;D;3;A;C;A;B;C;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065593;2024;6;M;1;1;1;1;3;;0;3552205;Sorocaba;35;SP;E;E;B;B;5;B;E;A;C;C;B;A;B;A;B;B;B;C;B;B;B;E;B
210062065594;2024;3;F;1;3;1;2;0;1;0;3104007;Araxá;31;MG;B;E;C;B;4;A;G;A;C;D;B;A;B;B;B;B;B;C;B;B;C;E;A
210062065595;2024;15;F;2;1;1;1;18;;0;2504009;Campina Grande;25;PB;F;F;D;E;4;B;B;A;C;C;B;A;B;A;B;B;A;C;A;B;B;C;D
210062065596;2024;7;M;1;1;1;1;5;;0;5300108;Brasília;53;DF;E;E;B;F;4;A;D;A;C;D;B;A;B;A;B;A;A;C;A;B;C;E;A
210062065597;2024;4;M;1;1;1;2;0;1;0;3205002;Serra;32;ES;E;E;B;D;5;B;E;A;C;D;B;A;B;A;B;B;B;D;B;B;A;E;A
210062065598;2024;1;F;1;1;2;3;0;;1;4316907;Santa Maria;43;RS;B;E;F;B;3;A;C;A;B;C;A;A;B;A;B;B;A;B;A;B;B;D;A
210062065599;2024;13;M;1;3;1;1;15;;0;1503606;Itaituba;15;PA;D;E;D;B;3;B;G;A;C;C;B;A;B;A;B;A;A;C;A;B;A;D;C
210062065600;2024;1;F;1;1;1;4;0;;0;2304400;Fortaleza;23;CE;F;F;F;F;3;A;N;B;D;D;B;A;B;B;B;B;B;C;B;B;B;D;F
