NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023
210062065020;2024;4;M;1;1;1;1;1;;0;2930303;Serra Dourada;29;BA;C;A;A;A;2;A;B;A;A;B;A;A;B;A;A;A;A;B;A;A;A;B;A
210062065021;2024;1;F;1;1;1;3;0;;1;5208707;Goiânia;52;GO;D;E;C;B;4;A;C;A;B;C;A;B;B;A;B;A;A;B;A;B;A;D;A
210062065022;2024;1;M;1;1;1;3;0;;1;4316808;Santa Cruz do Sul;43;RS;F;E;B;B;4;A;F;A;B;C;B;B;B;A;B;B;B;B;B;B;C;E;A
210062065023;2024;13;M;1;1;1;1;18;;0;3302270;Japeri;33;RJ;F;D;D;D;2;A;E;A;B;C;A;A;B;A;B;B;A;B;B;B;A;C;A
210062065024;2024;3;M;1;3;1;2;0;1;0;2104099;Formosa da Serra Negra;21;MA;E;G;A;A;6;A;B;A;B;D;A;B;B;B;B;B;A;B;A;A;A;B;A
210062065025;2024;4;M;1;3;1;2;0;1;0;2927408;Salvador;29;BA;E;D;B;F;2;A;B;A;B;C;B;B;B;A;B;B;A;B;A;B;A;C;A
210062065026;2024;12;M;2;1;1;1;18;;0;4314407;Pelotas;43;RS;E;F;A;B;4;B;C;A;B;C;A;A;B;A;A;A;A;C;A;B;B;C;A
210062065027;2024;14;F;3;1;1;1;18;;0;2611606;Recife;26;PE;D;G;F;E;2;B;E;A;C;C;A;A;B;A;B;B;B;B;A;B;B;B;D
210062065028;2024;4;M;1;1;1;1;2;;0;4305108;Caxias do Sul;43;RS;E;F;B;D;2;B;C;A;C;C;B;A;B;A;B;A;B;C;A;B;B;C;D
210062065029;2024;2;M;1;1;1;3;0;;1;4316808;Santa Cruz do Sul;43;RS;E;F;F;B;4;A;E;B;C;D;C;A;B;A;B;B;B;B;A;B;B;E;E
210062065030;2024;6;F;1;1;1;1;2;;0;4308904;Getúlio Vargas;43;RS;D;E;A;A;1;B;C;A;B;C;B;A;B;B;B;B;B;B;A;B;B;B;A
210062065031;2024;16;M;0;1;1;1;0;;0;4321451;Teutônia;43;RS;E;C;A;A;4;B;I;A;C;C;B;B;B;B;B;B;A;B;B;B;B;C;A
210062065032;2024;12;F;0;1;1;1;16;;0;4317509;Santo Ângelo;43;RS;B;B;A;A;2;A;B;A;B;B;B;B;B;B;B;A;A;B;A;B;A;B;A
210062065033;2024;11;F;1;2;1;1;0;;0;4303509;Camaquã;43;RS;A;C;C;B;2;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065034;2024;3;F;1;1;1;2;0;1;0;4303103;Cachoeirinha;43;RS;D;E;F;F;4;B;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065035;2024;13;M;1;3;1;1;18;;0;4304606;Canoas;43;RS;C;D;C;B;1;B;D;A;B;B;A;A;B;A;B;A;A;A;A;B;A;B;A
210062065036;2024;2;M;1;3;1;2;0;1;0;4300406;Alegrete;43;RS;B;E;A;B;3;A;B;A;B;C;B;A;B;A;A;A;A;B;A;B;A;B;A
210062065037;2024;10;F;1;1;1;1;8;;0;4303103;Cachoeirinha;43;RS;C;B;B;C;4;A;G;A;B;D;B;A;B;A;B;B;B;D;A;B;C;E;A
210062065038;2024;11;F;1;1;1;1;13;;0;4301602;Bagé;43;RS;C;B;B;B;2;B;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;B;A
210062065039;2024;3;F;0;1;1;2;0;1;0;4317509;Santo Ângelo;43;RS;H;C;F;B;5;A;C;A;B;D;A;A;B;A;B;A;A;B;A;B;A;E;A
210062065040;2024;2;F;1;1;1;2;0;1;0;4317400;Santiago;43;RS;H;E;F;F;4;A;A;A;B;C;B;A;B;B;B;A;A;B;A;B;B;B;A
210062065041;2024;11;F;2;1;1;1;10;;0;4313409;Novo Hamburgo;43;RS;E;E;C;C;2;B;G;A;B;C;B;B;B;A;B;B;B;B;A;B;B;C;A
210062065042;2024;5;M;1;1;2;1;2;;0;4309209;Gravataí;43;RS;F;E;C;F;4;A;D;A;B;C;B;A;B;A;A;B;A;C;A;B;B;C;A
210062065043;2024;3;M;1;1;1;2;0;1;0;4307005;Erechim;43;RS;E;D;F;C;4;A;D;A;B;D;D;C;B;A;B;B;B;B;B;B;B;E;A
210062065044;2024;10;F;1;1;1;1;9;;0;4316907;Santa Maria;43;RS;E;F;D;D;1;B;G;A;B;C;B;A;B;A;B;B;A;B;B;B;B;B;A
210062065045;2024;5;M;1;1;1;2;0;1;0;4317202;Santa Rosa;43;RS;D;D;A;A;4;A;C;A;D;D;C;A;B;B;B;B;A;B;A;B;B;E;A
210062065046;2024;10;M;1;1;1;1;0;;0;4314407;Pelotas;43;RS;C;F;F;D;1;B;B;A;B;B;A;A;B;A;B;A;A;B;A;B;A;A;A
210062065047;2024;8;F;2;1;1;1;0;;0;4302808;Caçapava do Sul;43;RS;B;D;C;B;3;B;B;A;B;B;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065048;2024;11;F;1;3;1;1;6;;0;4305108;Caxias do Sul;43;RS;D;D;C;C;1;B;D;A;B;C;B;B;B;A;A;A;A;B;A;B;A;B;A
210062065049;2024;15;M;3;2;1;1;18;;0;4314902;Porto Alegre;43;RS;D;E;C;D;1;B;C;A;B;B;A;A;B;A;B;B;A;B;A;B;B;B;B
210062065050;2024;1;F;1;1;1;3;0;;1;3545209;Salto;35;SP;E;E;D;B;4;B;K;A;C;D;B;A;B;A;B;B;B;C;B;B;C;E;B
210062065051;2024;4;M;1;3;2;1;1;;0;2102903;Carutapera;21;MA;E;F;B;B;6;A;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;C;A
210062065052;2024;11;F;1;2;1;1;8;;0;3304557;Rio de Janeiro;33;RJ;E;G;F;F;3;A;G;A;B;C;B;A;B;A;B;B;A;B;B;B;C;C;D
210062065053;2024;11;M;1;2;1;1;7;;0;3106200;Belo Horizonte;31;MG;B;E;C;C;4;A;D;A;C;C;B;A;B;A;B;B;A;B;A;B;B;D;A
210062065054;2024;4;M;1;2;3;1;2;;0;4300406;Alegrete;43;RS;E;E;B;B;3;A;C;A;B;C;A;A;B;A;A;A;A;A;A;A;B;D;A
210062065055;2024;2;F;1;3;1;2;0;1;0;4320800;Soledade;43;RS;D;E;C;F;5;A;D;A;B;C;B;A;B;A;B;B;A;B;A;B;A;D;A
210062065063;2024;1;F;1;1;1;3;0;;1;4303509;Camaquã;43;RS;B;A;B;B;3;A;C;A;B;C;B;A;B;A;B;B;B;B;A;B;A;C;A
210062065064;2024;3;F;1;3;1;1;1;;0;1302603;Manaus;13;AM;E;G;D;F;4;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;D;A
210062065065;2024;8;M;1;3;1;1;6;;0;3157807;Santa Luzia;31;MG;B;B;D;B;1;B;C;A;B;C;A;B;B;A;B;A;A;B;A;A;B;B;A
210062065066;2024;6;F;1;3;1;1;4;;0;4209102;Joinville;42;SC;E;E;C;B;2;B;F;A;B;B;A;A;B;A;B;A;A;B;B;B;B;C;A
210062065067;2024;4;F;1;3;1;1;1;;0;1300144;Apuí;13;AM;E;E;B;A;5;A;B;A;B;C;B;B;B;A;B;A;A;A;A;B;B;D;A
210062065068;2024;7;M;1;3;1;1;0;;0;4312401;Montenegro;43;RS;E;G;F;B;4;B;D;A;B;C;B;A;B;A;B;A;A;B;A;B;C;D;A
210062065069;2024;5;F;1;2;1;1;0;;0;4106902;Curitiba;41;PR;A;A;F;B;2;B;C;A;B;C;A;A;B;A;B;B;A;A;A;B;B;B;A
210062065070;2024;12;M;0;3;1;1;0;;0;4202909;Brusque;42;SC;A;A;A;A;4;A;A;A;A;C;A;A;B;B;B;B;B;B;B;B;A;C;A
210062065071;2024;10;F;1;2;1;1;0;;0;3170107;Uberaba;31;MG;H;E;F;B;2;B;B;A;B;B;A;A;B;A;B;B;A;B;A;B;B;B;A
210062065072;2024;7;M;1;0;1;1;3;;0;3543907;Rio Claro;35;SP;E;E;C;C;4;B;H;A;B;C;B;B;B;A;B;B;A;B;A;B;B;E;A
210062065073;2024;2;M;1;1;1;3;0;;1;4321808;Três de Maio;43;RS;F;F;A;A;4;A;E;A;B;C;B;B;B;A;B;A;B;B;A;B;B;C;C
210062065074;2024;12;M;1;3;1;1;0;;0;1302801;Maraã;13;AM;E;C;A;A;9;B;D;A;B;D;A;C;B;B;B;A;A;D;B;B;A;D;A
210062065075;2024;12;M;2;1;1;1;11;;0;4306106;Cruz Alta;43;RS;C;E;C;B;3;A;D;A;C;C;B;B;B;A;B;B;B;B;A;B;C;C;A
210062065076;2024;1;M;1;1;1;3;0;;1;3550308;São Paulo;35;SP;E;G;F;D;3;A;L;A;C;D;B;A;B;A;B;B;B;C;A;B;B;D;A
210062065077;2024;3;M;1;1;1;2;0;1;0;4305108;Caxias do Sul;43;RS;E;E;F;D;4;A;N;A;C;D;C;C;B;A;B;B;B;B;A;B;B;E;E
210062065078;2024;10;F;2;3;1;1;0;;0;3106200;Belo Horizonte;31;MG;B;B;B;F;2;B;B;A;B;C;A;B;B;A;B;A;A;B;A;B;A;C;A
210062065079;2024;11;M;1;1;1;1;0;;0;2409308;Patu;24;RN;A;A;A;A;5;A;B;A;B;C;A;A;B;A;A;B;A;A;A;B;A;B;A
210062065080;2024;2;M;1;1;1;2;0;1;0;4309308;Guaíba;43;RS;E;E;D;B;3;A;C;A;B;C;A;A;B;A;B;B;B;B;A;B;B;C;A
210062065081;2024;14;M;2;1;1;1;0;;0;4316907;Santa Maria;43;RS;H;C;F;B;3;B;C;A;B;B;B;A;B;A;B;A;A;A;A;B;B;B;A
210062065082;2024;4;F;1;3;1;1;1;;0;3528502;Mairiporã;35;SP;H;E;B;B;5;A;D;A;B;D;A;A;B;A;B;A;B;B;A;B;A;D;A
210062065083;2024;13;F;1;3;1;1;1;;0;1501402;Belém;15;PA;H;A;F;A;2;B;C;A;C;C;A;A;B;A;B;A;A;C;A;B;B;C;A
210062065084;2024;10;F;1;1;1;1;7;;0;4304630;Capão da Canoa;43;RS;B;C;F;B;3;A;B;A;B;B;A;A;B;A;B;A;A;B;A;B;B;C;A
210062065140;2024;1;M;1;1;1;3;0;;1;4104303;Campo Mourão;41;PR;E;G;D;D;4;A;K;B;D;D;B;B;B;A;B;B;B;D;B;B;B;D;A
210062065141;2024;1;M;1;1;1;3;0;;1;4314902;Porto Alegre;43;RS;C;E;B;D;4;A;C;A;B;D;B;A;B;A;B;B;B;B;A;B;B;D;A
210062065142;2024;5;F;1;3;1;1;1;;0;3306008;Três Rios;33;RJ;D;E;D;B;5;A;D;A;C;D;B;A;C;A;B;A;B;C;A;B;B;E;A
210062065143;2024;3;F;1;2;1;2;0;1;0;3201506;Colatina;32;ES;D;D;A;B;4;B;B;A;B;D;A;A;B;A;A;A;A;A;A;A;A;B;A
210062065144;2024;12;F;0;0;1;1;0;;0;4314902;Porto Alegre;43;RS;E;D;C;B;2;B;G;A;B;B;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065145;2024;6;M;1;1;1;1;4;;0;3538006;Pindamonhangaba;35;SP;E;E;C;F;3;A;F;A;B;C;B;A;B;A;B;B;A;B;A;B;B;C;A
210062065146;2024;4;M;0;1;1;1;2;;0;4314407;Pelotas;43;RS;C;C;A;A;4;B;B;A;B;C;A;A;C;A;A;A;A;B;A;B;A;D;A
210062065147;2024;7;F;1;3;1;3;0;;1;2924603;Pindobaçu;29;BA;E;E;B;B;6;A;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A
210062065148;2024;15;F;1;2;1;1;0;;0;4314902;Porto Alegre;43;RS;A;H;A;B;3;B;C;A;B;C;A;A;B;A;B;B;A;B;A;B;A;B;A
210062065149;2024;7;F;1;3;1;1;5;;0;4314407;Pelotas;43;RS;E;F;C;B;2;B;C;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065150;2024;3;M;1;1;1;2;0;1;0;4301602;Bagé;43;RS;D;E;C;B;2;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065151;2024;12;M;1;1;1;1;17;;0;4318002;São Borja;43;RS;B;G;A;D;3;B;C;A;C;C;B;B;B;A;B;B;A;B;A;B;B;C;A
210062065152;2024;9;F;2;1;1;1;2;;0;4314050;Parobé;43;RS;B;B;C;B;2;B;C;A;B;C;A;B;B;A;B;B;A;B;A;B;A;B;A
210062065153;2024;15;M;2;1;1;1;6;;0;4303103;Cachoeirinha;43;RS;B;F;C;D;3;B;E;A;C;C;B;A;B;A;B;B;B;B;A;B;A;D;A
210062065154;2024;11;F;1;2;1;1;11;;0;4300604;Alvorada;43;RS;E;D;D;B;1;B;C;A;B;B;A;A;B;A;A;B;B;A;A;B;A;B;A
210062065155;2024;14;F;2;1;1;1;18;;0;4315602;Rio Grande;43;RS;D;D;C;F;3;B;H;A;D;D;B;A;B;A;B;B;B;C;A;B;C;C;D
210062065156;2024;3;M;1;1;1;1;1;;0;4314407;Pelotas;43;RS;G;F;E;F;2;A;H;A;D;D;A;A;B;A;B;B;B;D;B;B;C;C;D
210062065157;2024;5;F;1;1;1;1;2;;0;4310207;Ijuí;43;RS;E;E;A;A;5;B;D;A;C;D;C;A;C;B;B;B;B;C;B;B;C;E;A
210062065158;2024;2;F;1;1;1;2;0;1;0;4304630;Capão da Canoa;43;RS;B;C;B;B;7;A;E;A;C;D;A;B;B;A;B;B;A;C;A;B;B;E;A
210062065159;2024;2;M;1;1;1;3;0;;1;4304408;Canela;43;RS;D;F;E;E;3;B;Q;D;D;D;D;B;C;B;B;A;B;D;B;B;D;D;D
210062065160;2024;12;F;1;1;1;1;13;;0;4312401;Montenegro;43;RS;F;E;D;A;2;B;C;A;B;C;A;A;B;A;B;B;A;B;A;B;A;A;B
210062065161;2024;15;F;2;3;1;1;18;;0;4316907;Santa Maria;43;RS;C;B;F;F;3;B;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065162;2024;13;M;3;3;1;1;15;;0;4314902;Porto Alegre;43;RS;E;E;D;B;5;A;D;A;B;D;B;A;B;A;B;B;A;B;A;B;B;D;A
210062065163;2024;3;F;1;2;1;2;0;1;0;4309605;Horizontina;43;RS;B;E;F;B;2;B;B;A;B;B;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065164;2024;16;M;0;3;1;1;18;;0;4314902;Porto Alegre;43;RS;E;E;C;B;4;B;B;A;B;C;A;B;B;A;B;B;B;C;B;B;B;C;A
210062065165;2024;14;M;1;3;1;1;0;;0;4320008;Sapucaia do Sul;43;RS;C;C;C;B;3;A;E;A;C;C;A;A;B;A;B;B;A;B;A;B;B;C;A
210062065166;2024;1;M;1;3;1;3;0;;1;4304408;Canela;43;RS;E;E;D;B;5;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065167;2024;4;F;1;3;1;2;0;1;0;2910800;Feira de Santana;29;BA;E;D;B;B;3;A;A;A;B;C;A;A;B;A;B;A;A;B;A;B;A;A;A
210062065168;2024;2;F;1;3;1;2;0;1;0;4111506;Ivaiporã;41;PR;E;E;C;F;4;B;E;A;C;D;B;A;B;A;B;B;A;B;A;B;A;D;A
210062065169;2024;3;M;1;3;1;2;0;1;0;5208707;Goiânia;52;GO;G;G;D;D;5;B;F;A;B;D;A;A;B;A;B;A;A;B;A;B;B;B;A
210062065170;2024;14;F;1;3;1;1;18;;0;1200401;Rio Branco;12;AC;B;B;A;A;2;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065171;2024;2;M;1;3;1;2;0;1;0;2907301;Castro Alves;29;BA;H;H;C;A;4;A;B;A;B;D;A;A;B;A;B;A;A;B;A;B;A;C;A
210062065179;2024;3;M;1;3;1;2;0;1;0;3509502;Campinas;35;SP;E;G;B;E;2;A;D;A;B;C;B;A;B;A;B;B;A;B;A;A;A;B;A
210062065180;2024;5;M;1;1;1;1;3;;0;5002704;Campo Grande;50;MS;H;E;D;D;3;A;H;A;C;C;C;C;B;B;B;B;B;C;B;B;B;D;A
210062065181;2024;6;M;1;1;1;1;3;;0;1302603;Manaus;13;AM;B;E;F;B;3;A;D;A;B;C;A;A;B;A;B;A;A;B;A;B;A;B;A
210062065182;2024;13;M;1;3;1;1;18;;0;5300108;Brasília;53;DF;E;D;D;B;1;B;C;A;B;B;A;B;B;A;B;B;A;B;A;B;B;B;A
210062065183;2024;5;F;1;1;1;1;2;;0;2601201;Arcoverde;26;PE;D;E;A;B;3;A;C;A;B;C;B;B;B;A;A;B;A;C;B;B;A;D;A
210062065184;2024;11;F;1;1;1;1;8;;0;4205407;Florianópolis;42;SC;E;E;D;B;2;B;D;A;C;C;A;A;B;A;B;B;A;B;A;B;B;B;B
210062065185;2024;6;M;1;1;1;1;4;;0;4313904;Panambi;43;RS;E;E;B;B;3;B;G;A;C;C;C;C;B;B;B;B;B;C;A;B;C;D;A
210062065186;2024;1;F;1;1;1;3;0;;1;2408102;Natal;24;RN;G;F;D;D;3;A;D;A;B;C;B;A;B;A;B;B;A;D;B;B;C;D;E
210062065187;2024;13;F;3;2;1;1;18;;0;1500107;Abaetetuba;15;PA;C;G;A;D;4;B;F;B;D;D;B;B;B;A;B;A;A;B;A;B;B;E;A
210062065188;2024;6;M;1;3;1;1;4;;0;2408102;Natal;24;RN;B;E;C;D;4;A;C;A;C;D;B;A;B;A;A;A;A;C;A;B;B;E;E
210062065189;2024;11;M;1;1;1;1;9;;0;2111300;São Luís;21;MA;E;E;C;C;3;A;C;A;C;C;B;A;B;A;B;B;A;C;A;B;B;D;D
210062065190;2024;14;M;2;3;1;1;8;;0;5210208;Iporá;52;GO;E;E;D;D;4;A;B;A;B;C;A;A;B;A;A;B;A;B;A;A;B;C;A
210062065191;2024;13;M;0;3;1;1;16;;0;1600303;Macapá;16;AP;B;E;B;A;3;B;K;B;C;C;A;A;B;A;B;B;B;C;B;B;B;D;A
210062065192;2024;3;M;1;2;1;2;0;1;0;3548708;São Bernardo do Campo;35;SP;E;E;C;B;3;A;C;A;C;B;B;A;B;A;B;A;A;B;A;B;A;C;A
210062065193;2024;17;F;2;3;1;1;16;;0;4321501;Torres;43;RS;H;H;F;F;4;B;G;A;C;D;A;A;B;A;B;B;A;C;A;B;B;B;A
210062065194;2024;12;F;1;3;1;1;0;;0;2304400;Fortaleza;23;CE;C;B;B;C;3;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;A;C;A
210062065195;2024;1;M;1;3;1;4;0;;0;2611606;Recife;26;PE;G;G;E;F;5;A;M;A;D;D;D;A;B;A;B;B;A;D;B;B;E;D;F
210062065196;2024;11;F;2;3;1;1;11;;0;3300456;Belford Roxo;33;RJ;E;C;C;F;3;B;B;A;B;B;A;A;B;A;A;A;A;B;A;A;A;C;A
210062065197;2024;10;F;1;3;1;1;8;;0;1302504;Manacapuru;13;AM;H;E;A;B;7;A;B;A;B;C;A;A;B;B;A;A;A;B;A;B;B;C;A
210062065198;2024;12;F;1;3;1;1;11;;0;1501402;Belém;15;PA;E;C;B;B;4;A;A;A;B;C;C;A;B;A;B;A;A;B;A;B;B;B;A
210062065199;2024;11;F;1;1;1;1;0;;0;2924009;Paulo Afonso;29;BA;E;B;C;A;2;A;B;A;B;B;A;A;B;A;A;A;A;B;A;B;A;C;A
210062065200;2024;4;F;1;3;1;2;0;1;0;1302603;Manaus;13;AM;B;E;B;B;6;A;B;A;B;C;A;B;B;A;A;A;A;B;A;A;A;D;A
210062065201;2024;6;F;1;3;1;1;4;;0;3552809;Taboão da Serra;35;SP;E;D;C;B;2;A;G;A;B;C;B;A;B;A;B;B;B;C;A;B;B;C;E
210062065202;2024;8;F;1;3;1;1;5;;0;4304606;Canoas;43;RS;C;D;B;B;4;B;C;A;B;C;A;A;B;A;B;B;A;B;A;A;A;D;A
210062065203;2024;11;F;1;3;1;1;10;;0;2211001;Teresina;22;PI;B;C;C;B;4;B;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;D;A
210062065204;2024;7;F;1;2;2;1;3;;0;4101804;Araucária;41;PR;B;E;C;D;1;B;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;B;A
210062065205;2024;3;F;0;3;1;3;0;;1;4321600;Tramandaí;43;RS;D;C;C;B;5;A;B;D;D;D;B;A;B;B;B;B;A;B;B;B;B;E;A
210062065206;2024;14;M;1;3;1;1;18;;0;3106200;Belo Horizonte;31;MG;C;C;C;B;2;A;D;A;B;C;B;A;B;A;B;A;A;B;A;B;B;B;A
210062065207;2024;13;F;2;2;1;1;18;;0;3301900;Itaboraí;33;RJ;B;D;C;B;2;B;C;A;B;B;B;A;B;A;B;B;A;B;B;B;B;C;C
210062065208;2024;2;M;1;3;1;2;0;1;0;5107925;Sorriso;51;MT;H;H;C;B;7;A;H;A;B;C;B;D;D;B;B;A;B;A;A;B;A;E;A
210062065209;2024;10;F;1;3;1;1;8;;0;4108304;Foz do Iguaçu;41;PR;E;E;B;D;2;A;C;A;B;C;A;A;B;A;B;A;A;A;A;B;B;C;A
210062065210;2024;3;F;1;3;1;2;0;1;0;2704708;Marechal Deodoro;27;AL;B;E;A;B;4;A;B;A;B;B;A;A;B;A;A;A;A;B;A;A;A;B;A
210062065211;2024;1;F;1;3;1;4;0;;0;2110203;Santa Rita;21;MA;E;D;A;A;4;A;B;A;B;B;A;A;B;A;A;A;A;B;A;A;A;B;F
210062065212;2024;15;M;1;1;1;1;18;;0;4314902;Porto Alegre;43;RS;C;D;C;B;3;B;D;A;B;B;A;A;B;A;B;B;A;B;A;B;B;B;A
210062065213;2024;3;M;1;1;1;1;1;;0;3529302;Matão;35;SP;D;C;B;B;4;B;F;A;C;D;B;A;B;A;B;B;A;C;A;B;B;E;A
210062065214;2024;4;F;1;3;1;1;1;;0;1506807;Santarém;15;PA;E;E;C;B;4;A;D;A;B;C;A;A;B;A;A;A;A;B;A;B;A;E;A
210062065215;2024;3;M;1;3;1;2;0;1;0;4304663;Capão do Leão;43;RS;E;H;C;F;5;A;E;A;B;D;B;B;B;A;B;B;B;B;A;B;C;E;A
210062065216;2024;12;F;2;2;1;1;16;;0;3106200;Belo Horizonte;31;MG;F;F;E;D;2;B;C;A;B;C;B;A;B;A;B;B;A;C;A;B;C;C;B
210062065217;2024;3;F;0;3;1;1;1;;0;4208906;Jaraguá do Sul;42;SC;D;C;B;C;5;B;B;A;B;C;B;A;B;A;B;B;A;B;A;B;A;E;A
210062065218;2024;14;F;1;1;1;1;18;;0;2307304;Juazeiro do Norte;23;CE;B;B;A;A;3;A;B;A;B;B;A;B;B;A;A;B;A;B;A;B;B;C;A
210062065219;2024;9;F;1;1;1;1;6;;0;3304557;Rio de Janeiro;33;RJ;C;E;A;B;2;A;A;A;B;B;A;A;B;A;A;A;A;B;A;B;A;B;A
210062065220;2024;8;F;1;1;1;1;3;;0;3304904;São Gonçalo;33;RJ;D;D;C;C;3;B;D;A;B;C;A;A;B;A;B;B;A;C;A;A;A;C;A
210062065221;2024;5;M;1;1;1;2;0;1;0;4320008;Sapucaia do Sul;43;RS;B;B;F;B;3;A;B;A;B;D;B;A;B;A;B;B;A;B;B;B;A;D;A
210062065222;2024;7;M;1;1;1;1;3;;0;3304557;Rio de Janeiro;33;RJ;C;E;F;B;2;A;C;A;B;B;B;B;B;B;B;B;B;C;B;B;C;C;A
210062065223;2024;2;M;1;1;1;3;0;;1;3550308;São Paulo;35;SP;C;D;D;B;3;A;N;A;C;D;B;A;B;A;B;B;B;D;B;B;B;D;D
210062065224;2024;4;M;1;1;1;2;0;1;0;5001102;Aquidauana;50;MS;C;C;F;F;5;B;F;A;C;D;A;B;C;B;B;A;A;B;A;B;A;C;A
210062065225;2024;8;F;1;3;1;1;4;;0;5003207;Corumbá;50;MS;B;C;B;B;4;A;B;A;C;D;A;A;B;A;A;A;A;B;A;A;A;B;A
210062065226;2024;4;M;1;1;1;1;3;;0;2611606;Recife;26;PE;E;E;C;B;1;A;A;A;B;C;A;A;B;A;A;A;A;B;A;B;B;B;A
210062065227;2024;3;M;1;1;1;2;0;1;0;4305207;Cerro Largo;43;RS;H;H;B;D;5;B;F;A;B;D;B;B;C;B;B;B;B;C;B;B;C;E;A
210062065228;2024;3;M;1;1;1;2;0;1;0;5300108;Brasília;53;DF;G;G;E;E;6;A;N;A;C;D;C;A;B;B;B;A;A;B;B;B;C;E;A
210062065229;2024;11;M;2;1;1;1;12;;0;3506102;Bebedouro;35;SP;E;E;F;C;4;A;D;A;B;C;A;A;B;A;A;B;A;A;A;B;A;B;A
210062065230;2024;4;M;1;1;1;2;0;1;0;3550308;São Paulo;35;SP;E;E;C;B;5;A;C;A;B;C;B;A;B;A;B;B;A;C;A;B;C;E;A
210062065231;2024;5;M;0;0;0;2;0;1;0;2302206;Beberibe;23;CE;E;E;F;F;3;A;A;A;B;B;A;B;B;A;A;A;A;B;A;B;A;B;A
210062065232;2024;3;M;1;3;1;1;1;;0;2504009;Campina Grande;25;PB;F;G;D;D;4;A;M;B;D;D;B;A;B;A;B;B;B;C;A;B;D;E;D
210062065233;2024;19;F;3;3;1;4;0;;0;2504009;Campina Grande;25;PB;C;C;A;A;1;B;B;A;B;C;A;A;B;A;B;B;B;B;A;B;A;B;A
210062065234;2024;3;M;3;1;1;2;0;1;0;2503209;Cabedelo;25;PB;E;D;C;F;3;A;A;A;C;C;A;A;B;B;B;A;A;B;B;B;A;B;A
210062065235;2024;4;M;1;3;1;1;3;;0;2111201;São José de Ribamar;21;MA;H;H;F;B;3;A;B;A;B;B;A;A;B;A;B;A;A;B;A;A;A;C;A
210062065236;2024;11;F;1;1;1;1;8;;0;4300604;Alvorada;43;RS;E;E;C;F;4;A;F;A;B;D;C;A;B;B;B;B;B;C;B;B;E;E;A
210062065237;2024;13;F;0;3;1;1;18;;0;2611101;Petrolina;26;PE;H;A;F;C;2;A;H;A;B;D;B;B;B;A;B;B;A;C;A;B;B;B;A
210062065238;2024;5;F;1;2;1;2;0;1;0;3304557;Rio de Janeiro;33;RJ;C;C;F;A;4;A;B;A;B;C;A;A;B;A;B;B;A;C;A;B;A;C;A
210062065239;2024;10;M;1;1;1;1;6;;0;4316808;Santa Cruz do Sul;43;RS;F;C;F;B;3;B;D;A;C;D;C;C;B;B;B;A;B;D;A;B;C;D;A
210062065240;2024;1;F;1;3;1;3;0;;1;5214606;Niquelândia;52;GO;E;E;C;B;2;A;B;A;C;D;A;B;B;B;B;B;A;B;A;B;B;C;A
210062065241;2024;1;F;1;2;1;4;0;;0;4315602;Rio Grande;43;RS;E;F;C;D;4;A;E;A;B;C;B;B;B;A;B;B;B;C;A;B;B;B;F
210062065242;2024;12;F;1;3;1;1;0;;0;4304606;Canoas;43;RS;A;B;F;F;3;A;C;A;B;C;B;A;B;A;B;A;A;B;A;B;B;D;A
210062065243;2024;3;F;1;3;1;1;1;;0;2111300;São Luís;21;MA;C;E;B;D;4;A;B;A;B;C;A;A;B;A;B;A;A;B;A;B;A;D;A
210062065244;2024;5;F;1;3;1;1;2;;0;3544103;Rio Grande da Serra;35;SP;A;A;B;B;3;A;B;A;B;B;B;A;B;A;A;A;A;B;A;B;A;B;A
210062065245;2024;3;F;1;1;1;2;0;1;0;4317509;Santo Ângelo;43;RS;H;F;F;F;2;B;E;B;C;D;A;A;B;B;B;B;B;C;B;B;C;E;A
